D,e,x0,x1,x2,y0,y1,y2
0,-1.280532724,-13.92805821,43.16498144,-38.59801351,-5.319542523,-25.38688461,-98.79634344
0,0.273952027,-24.36148066,-13.92805821,43.16498144,-32.711329,-5.319542523,-25.38688461
0,-1.400557753,-37.54083323,-24.36148066,-13.92805821,-66.47779581,-32.711329,-5.319542523
0,-0.745394281,-13.87408941,-37.54083323,-24.36148066,-65.62879821,-66.47779581,-32.711329
0,-1.087135467,-45.82693403,-13.87408941,-37.54083323,-85.66551331,-65.62879821,-66.47779581
0,-0.852112641,29.68049943,-45.82693403,-13.87408941,-35.91783688,-85.66551331,-65.62879821
0,0.191858197,4.42077608,29.68049943,-45.82693403,2.493965554,-35.91783688,-85.66551331
0,-0.029887825,-36.8600456,4.42077608,29.68049943,-32.43256261,2.493965554,-35.91783688
0,-0.693686419,-33.82271638,-36.8600456,4.42077608,-68.1627069,-32.43256261,2.493965554
0,0.677374926,20.50697136,-33.82271638,-36.8600456,-28.80836535,-68.1627069,-32.43256261
0,0.25435016,38.68961372,20.50697136,-33.82271638,35.79326689,-28.80836535,-68.1627069
0,0.513364965,40.63868093,38.68961372,20.50697136,79.3934862,35.79326689,-28.80836535
0,0.654844542,8.898881589,40.63868093,38.68961372,70.5698097,79.3934862,35.79326689
0,-2.03977919,36.03472751,8.898881589,40.63868093,74.72929397,70.5698097,79.3934862
0,0.484151233,48.50607693,36.03472751,8.898881589,105.3722389,74.72929397,70.5698097
0,0.203277475,-16.29987831,48.50607693,36.03472751,61.84255708,105.3722389,74.72929397
0,0.479224281,-7.227556619,-16.29987831,48.50607693,17.02300705,61.84255708,105.3722389
0,-1.411858903,-41.69303248,-7.227556619,-16.29987831,-37.20716617,17.02300705,61.84255708
0,-0.555014809,1.776614508,-41.69303248,-7.227556619,-37.22849963,-37.20716617,17.02300705
0,-0.958449775,-37.08145957,1.776614508,-41.69303248,-54.76585191,-37.22849963,-37.20716617
0,-1.204557238,1.243532038,-37.08145957,1.776614508,-44.88468094,-54.76585191,-37.22849963
0,1.623863085,-8.91051544,1.243532038,-37.08145957,-28.10722681,-44.88468094,-54.76585191
0,1.673277278,-21.73747534,-8.91051544,1.243532038,-37.57306918,-28.10722681,-44.88468094
0,-1.364894651,9.212821101,-21.73747534,-8.91051544,-20.80734581,-37.57306918,-28.10722681
0,-0.615248613,31.87554913,9.212821101,-21.73747534,26.46303816,-20.80734581,-37.57306918
0,-1.385657948,33.84781564,31.87554913,9.212821101,62.63145134,26.46303816,-20.80734581
0,-0.640183903,-22.07765391,33.84781564,31.87554913,26.52179568,62.63145134,26.46303816
0,-0.189730452,29.89537087,-22.07765391,33.84781564,32.9277113,26.52179568,62.63145134
0,-1.600415386,13.2980429,29.89537087,-22.07765391,44.1091686,32.9277113,26.52179568
0,-1.185955631,37.25946163,13.2980429,29.89537087,65.77711175,44.1091686,32.9277113
0,-1.098182672,-22.23349615,37.25946163,13.2980429,29.18660787,65.77711175,44.1091686
0,-0.749644471,18.34999614,-22.23349615,37.25946163,22.07690754,29.18660787,65.77711175
0,-0.214431402,17.23724646,18.34999614,-22.23349615,38.23626689,22.07690754,29.18660787
0,-0.522678844,-30.42390681,17.23724646,18.34999614,-2.20982898,38.23626689,22.07690754
0,-1.653882449,20.34772342,-30.42390681,17.23724646,3.376973076,-2.20982898,38.23626689
0,-0.10024801,-25.92364569,20.34772342,-30.42390681,-13.16154545,3.376973076,-2.20982898
0,1.150217024,27.6855246,-25.92364569,20.34772342,10.29314606,-13.16154545,3.376973076
0,1.080743287,17.79858466,27.6855246,-25.92364569,38.86866327,10.29314606,-13.16154545
0,-0.161549926,13.71705961,17.79858466,27.6855246,42.88913365,38.86866327,10.29314606
0,1.202866158,-18.65483756,13.71705961,17.79858466,11.85112523,42.88913365,38.86866327
0,-0.559943693,-15.54811868,-18.65483756,13.71705961,-18.50991854,11.85112523,42.88913365
0,-1.527162656,4.558930416,-15.54811868,-18.65483756,-12.99725085,-18.50991854,11.85112523
0,-1.142644516,-26.37160072,4.558930416,-15.54811868,-30.73340546,-12.99725085,-18.50991854
0,1.522758731,8.687805853,-26.37160072,4.558930416,-17.34193851,-30.73340546,-12.99725085
0,0.066235372,-0.331845892,8.687805853,-26.37160072,-3.592676847,-17.34193851,-30.73340546
0,-1.214904829,28.09151207,-0.331845892,8.687805853,25.91434587,-3.592676847,-17.34193851
0,0.702045173,-27.42357599,28.09151207,-0.331845892,1.281398152,25.91434587,-3.592676847
0,-0.577010322,46.08660888,-27.42357599,28.09151207,33.43850964,1.281398152,25.91434587
0,-1.02195852,11.8538877,46.08660888,-27.42357599,51.59448844,33.43850964,1.281398152
0,-0.397785824,-12.94677709,11.8538877,46.08660888,19.37962516,51.59448844,33.43850964
0,-0.072625838,-2.593105012,-12.94677709,11.8538877,1.550693183,19.37962516,51.59448844
0,-1.92118173,39.27687611,-2.593105012,-12.94677709,37.83448846,1.550693183,19.37962516
0,-0.034735541,33.45425787,39.27687611,-2.593105012,72.97520462,37.83448846,1.550693183
0,-2.112118098,16.90429452,33.45425787,39.27687611,69.00690767,72.97520462,37.83448846
0,0.076443649,-2.341022667,16.90429452,33.45425787,41.69102208,69.00690767,72.97520462
0,0.328713062,-11.21675924,-2.341022667,16.90429452,9.786953531,41.69102208,69.00690767
0,0.0317434,15.14607455,-11.21675924,-2.341022667,15.4629151,9.786953531,41.69102208
0,0.199065871,-33.43675751,15.14607455,-11.21675924,-16.93319681,15.4629151,9.786953531
0,-0.924047933,17.93205989,-33.43675751,15.14607455,-7.176965203,-16.93319681,15.4629151
0,0.172176712,-26.60496382,17.93205989,-33.43675751,-20.05523977,-7.176965203,-16.93319681
0,-0.749111864,28.85977955,-26.60496382,17.93205989,5.780565886,-20.05523977,-7.176965203
0,-0.233013885,-30.09990463,28.85977955,-26.60496382,-12.0127458,5.780565886,-20.05523977
0,-0.266204382,-9.909996656,-30.09990463,28.85977955,-30.23252625,-12.0127458,5.780565886
0,-0.822488639,49.93737313,-9.909996656,-30.09990463,30.04362303,-30.23252625,-12.0127458
0,1.647777503,-33.33457114,49.93737313,-9.909996656,9.303704443,30.04362303,-30.23252625
0,0.556855315,-31.05940715,-33.33457114,49.93737313,-41.51798518,9.303704443,30.04362303
0,-1.25507486,-33.69708587,-31.05940715,-33.33457114,-70.24085689,-41.51798518,9.303704443
0,1.233657603,-21.91236003,-33.69708587,-31.05940715,-71.6476738,-70.24085689,-41.51798518
0,1.689746725,45.91035219,-21.91236003,-33.69708587,1.820082005,-71.6476738,-70.24085689
0,-1.51038818,-2.276846656,45.91035219,-21.91236003,21.07798226,1.820082005,-71.6476738
0,-1.980835312,18.08376198,-2.276846656,45.91035219,26.50349448,21.07798226,1.820082005
0,-0.176912834,-4.415687482,18.08376198,-2.276846656,18.70102791,26.50349448,21.07798226
0,2.252275709,47.6750207,-4.415687482,18.08376198,58.06996663,18.70102791,26.50349448
0,1.261727038,36.17030036,47.6750207,-4.415687482,91.30452107,58.06996663,18.70102791
0,0.154851286,-22.73353479,36.17030036,47.6750207,42.15872721,91.30452107,58.06996663
0,-1.558500643,49.8402048,-22.73353479,36.17030036,58.99430037,42.15872721,91.30452107
0,-0.561920199,6.695933586,49.8402048,-22.73353479,61.55126598,58.99430037,42.15872721
0,1.745972659,44.53894945,6.695933586,49.8402048,81.40852189,61.55126598,58.99430037
1,-0.686664589,-40.56670186,44.53894945,6.695933586,-16.84633264,81.40852189,61.55126598
1,-0.875946141,-7.800280473,-40.56670186,44.53894945,-43.18302433,-16.84633264,81.40852189
1,-0.148965851,20.43254881,-7.800280473,-40.56670186,17.22447936,-43.18302433,-16.84633264
1,1.004758216,-28.00029807,20.43254881,-7.800280473,-34.16732384,17.22447936,-43.18302433
1,0.923058373,40.06938376,-28.00029807,20.43254881,51.97801494,-34.16732384,17.22447936
1,0.377568407,-24.81670781,40.06938376,-28.00029807,-1.232147868,51.97801494,-34.16732384
1,-0.709593039,41.91604878,-24.81670781,40.06938376,72.09807668,-1.232147868,51.97801494
1,0.392052976,1.509111793,41.91604878,-24.81670781,62.41733929,72.09807668,-1.232147868
1,0.381615499,23.54158123,1.509111793,41.91604878,81.4280035,62.41733929,72.09807668
1,0.816398453,34.48449115,23.54158123,1.509111793,124.2701731,81.4280035,62.41733929
1,-1.511791158,-34.05611614,34.48449115,23.54158123,11.75330869,124.2701731,81.4280035
1,0.538919148,30.45534527,-34.05611614,34.48449115,52.29820597,11.75330869,124.2701731
1,-1.537831144,21.34308299,30.45534527,-34.05611614,84.52511045,52.29820597,11.75330869
1,-1.060926053,-17.41659694,21.34308299,30.45534527,19.03997678,84.52511045,52.29820597
1,0.710870654,45.18974655,-17.41659694,21.34308299,93.90205368,19.03997678,84.52511045
1,-1.284288754,-46.98375732,45.18974655,-17.41659694,-23.70590327,93.90205368,19.03997678
1,-0.422510403,37.61814593,-46.98375732,45.18974655,41.46895116,-23.70590327,93.90205368
1,0.242181658,1.498930741,37.61814593,-46.98375732,44.78359168,41.46895116,-23.70590327
1,-1.345538085,-26.0901727,1.498930741,37.61814593,-28.38462228,44.78359168,41.46895116
1,-0.130000398,22.36952205,-26.0901727,1.498930741,19.37164622,-28.38462228,44.78359168
1,1.104779435,43.91165312,22.36952205,-26.0901727,111.7986698,19.37164622,-28.38462228
1,0.504605651,-20.78980249,43.91165312,22.36952205,38.78016213,111.7986698,19.37164622
1,-0.350124883,27.78160785,-20.78980249,43.91165312,66.20827064,38.78016213,111.7986698
1,-1.789418083,-37.99762597,27.78160785,-20.78980249,-28.78973078,66.20827064,38.78016213
1,1.071459993,19.28873089,-37.99762597,27.78160785,8.255243403,-28.78973078,66.20827064
1,0.38195303,-21.74030962,19.28873089,-37.99762597,-27.32667907,8.255243403,-28.78973078
1,0.032270938,2.337610384,-21.74030962,19.28873089,-17.82600264,-27.32667907,8.255243403
1,-0.003127492,16.85552959,2.337610384,-21.74030962,27.96373556,-17.82600264,-27.32667907
1,0.683975528,11.15567407,16.85552959,2.337610384,47.40495625,27.96373556,-17.82600264
1,-0.205168817,5.894118886,11.15567407,16.85552959,42.86338411,47.40495625,27.96373556
1,0.640228655,19.85729624,5.894118886,11.15567407,66.73357264,42.86338411,47.40495625
1,-1.197356208,16.98758219,19.85729624,5.894118886,78.07324262,66.73357264,42.86338411
1,1.623204567,-22.97732199,16.98758219,19.85729624,5.198973001,78.07324262,66.73357264
1,0.55908898,41.62761318,-22.97732199,16.98758219,76.92514085,5.198973001,78.07324262
1,-0.812738716,22.34731504,41.62761318,-22.97732199,105.1582684,76.92514085,5.198973001
1,-0.172919726,-1.966765445,22.34731504,41.62761318,61.64634109,105.1582684,76.92514085
1,0.682322687,-18.21373205,-1.966765445,22.34731504,-3.905353592,61.64634109,105.1582684
1,-0.450206354,-27.37244407,-18.21373205,-1.966765445,-64.25463732,-3.905353592,61.64634109
1,-0.367565621,40.63196394,-27.37244407,-18.21373205,37.08282156,-64.25463732,-3.905353592
1,0.074081401,42.46618417,40.63196394,-27.37244407,125.8638425,37.08282156,-64.25463732
1,-0.451297786,-0.771261552,42.46618417,40.63196394,84.17119243,125.8638425,37.08282156
1,2.075342529,-19.06545272,-0.771261552,42.46618417,7.64440253,84.17119243,125.8638425
1,-0.175908032,20.12827128,-19.06545272,-0.771261552,36.37010944,7.64440253,84.17119243
1,0.35524633,-13.20242928,20.12827128,-19.06545272,4.199578119,36.37010944,7.64440253
1,-0.007127541,34.04500156,-13.20242928,20.12827128,65.58145,4.199578119,36.37010944
1,0.621069082,4.658655655,34.04500156,-13.20242928,61.75160618,65.58145,4.199578119
1,1.847212338,1.409753267,4.658655655,34.04500156,39.87184979,61.75160618,65.58145
1,1.241360753,-34.22205446,1.409753267,4.658655655,-44.56194665,39.87184979,61.75160618
1,-0.736445017,-4.396396868,-34.22205446,1.409753267,-46.92123931,-44.56194665,39.87184979
1,-1.087215142,-7.24857413,-4.396396868,-34.22205446,-39.24318149,-46.92123931,-44.56194665
1,-0.890742209,-26.69428961,-7.24857413,-4.396396868,-75.52519925,-39.24318149,-46.92123931
1,1.865546858,34.1423603,-26.69428961,-7.24857413,21.04052302,-75.52519925,-39.24318149
1,0.353590939,-44.03028729,34.1423603,-26.69428961,-58.11554197,21.04052302,-75.52519925
1,-1.76903067,-25.63842017,-44.03028729,34.1423603,-102.1187856,-58.11554197,21.04052302
1,1.483671059,44.34595594,-25.63842017,-44.03028729,28.29698003,-102.1187856,-58.11554197
1,-1.158314734,-1.513518398,44.34595594,-25.63842017,34.13611645,28.29698003,-102.1187856
1,-0.079546193,-23.65018151,-1.513518398,44.34595594,-29.06861018,34.13611645,28.29698003
1,0.673294408,24.67988292,-23.65018151,-1.513518398,25.6736644,-29.06861018,34.13611645
1,-0.643318701,4.944466878,24.67988292,-23.65018151,36.42238871,25.6736644,-29.06861018
1,0.706797999,-41.55538211,4.944466878,24.67988292,-59.72053842,36.42238871,25.6736644
1,0.030493096,23.92749755,-41.55538211,4.944466878,-0.752472077,-59.72053842,36.42238871
1,0.252715532,-3.319163796,23.92749755,-41.55538211,7.201900674,-0.752472077,-59.72053842
1,0.290181392,32.47104685,-3.319163796,23.92749755,69.17364353,7.201900674,-0.752472077
1,-0.552053622,-2.638394126,32.47104685,-3.319163796,46.99350331,69.17364353,7.201900674
1,-1.378499188,38.9485395,-2.638394126,32.47104685,100.6961344,46.99350331,69.17364353
1,0.23980218,6.803868736,38.9485395,-2.638394126,85.6698766,100.6961344,46.99350331
1,0.723867548,-46.88679043,6.803868736,38.9485395,-44.81284064,85.6698766,100.6961344
1,0.856763007,32.08972509,-46.88679043,6.803868736,21.18639765,-44.81284064,85.6698766
1,1.962528892,-22.88676588,32.08972509,-46.88679043,-15.17294149,21.18639765,-44.81284064
1,0.480509117,36.8856518,-22.88676588,32.08972509,57.22195903,-15.17294149,21.18639765
1,0.334921913,-36.18587097,36.8856518,-22.88676588,-22.98301461,57.22195903,-15.17294149
1,0.986202159,-49.66226961,-36.18587097,36.8856518,-125.9227798,-22.98301461,57.22195903
1,1.41335969,42.10023421,-49.66226961,-36.18587097,-0.178696614,-125.9227798,-22.98301461
1,-2.193688658,-2.060033193,42.10023421,-49.66226961,16.64701376,-0.178696614,-125.9227798
1,0.338604441,-7.348138682,-2.060033193,42.10023421,-5.064182641,16.64701376,-0.178696614
1,1.551903083,-16.19007109,-7.348138682,-2.060033193,-35.03439975,-5.064182641,16.64701376
1,-1.107316806,-30.73232115,-16.19007109,-7.348138682,-86.18419452,-35.03439975,-5.064182641
1,0.843919427,10.227528,-30.73232115,-16.19007109,-35.15928241,-86.18419452,-35.03439975
1,1.490638951,-20.44640456,10.227528,-30.73232115,-49.86804738,-35.15928241,-86.18419452
1,-1.515844777,41.69497385,-20.44640456,10.227528,48.71687696,-49.86804738,-35.15928241
1,-0.960330455,-10.71331995,41.69497385,-20.44640456,24.81895505,48.71687696,-49.86804738
1,-0.573255477,-32.59786697,-10.71331995,41.69497385,-56.71617186,24.81895505,48.71687696
1,-1.793232876,-21.6353394,-32.59786697,-10.71331995,-87.7209311,-56.71617186,24.81895505
1,0.285070391,-36.5589031,-21.6353394,-32.59786697,-125.5108711,-87.7209311,-56.71617186
1,0.895416196,-40.36207776,-36.5589031,-21.6353394,-158.8636264,-125.5108711,-87.7209311
1,-0.370670085,-11.21730983,-40.36207776,-36.5589031,-120.4181418,-158.8636264,-125.5108711
1,1.135518135,-44.79670601,-11.21730983,-40.36207776,-152.2756197,-120.4181418,-158.8636264
1,0.280975787,-8.695102397,-44.79670601,-11.21730983,-113.6453919,-152.2756197,-120.4181418
1,1.437918162,42.52235446,-8.695102397,-44.79670601,27.31237994,-113.6453919,-152.2756197
1,0.139278433,7.969852176,42.52235446,-8.695102397,52.99634999,27.31237994,-113.6453919
1,1.182395464,36.61512289,7.969852176,42.52235446,106.8957423,52.99634999,27.31237994
1,1.518200573,36.86165859,36.61512289,7.969852176,148.9969504,106.8957423,52.99634999
1,0.108852488,-42.11633046,36.86165859,36.61512289,10.80549604,148.9969504,106.8957423
