Date,RV,Return
20010524,7.06E-05,0.003013182
20010525,4.24E-05,-0.011557675
20010529,4.52E-05,-0.007895615
20010530,9.65E-05,-0.015867418
20010531,7.48E-05,0.006039032
20010601,8.13E-05,0.00420354
20010604,5.93E-05,0.004858604
20010605,5.60E-05,0.012968866
20010606,7.84E-05,-0.010833103
20010607,6.37E-05,0.0054339
20010608,4.18E-05,-0.009497091
20010611,3.86E-05,-0.008470826
20010612,0.000134592,0.001234898
20010613,4.85E-05,-0.011379548
20010614,8.59E-05,-0.017853336
20010615,0.000171628,-0.004897741
20010618,8.15E-05,-0.004903144
20010619,0.000218701,0.003139642
20010620,8.66E-05,0.008376634
20010621,7.81E-05,0.010612746
20010622,6.55E-05,-0.01006634
20010625,6.25E-05,-0.005392569
20010626,0.000150648,-0.001576821
20010627,0.000118882,-0.004068227
20010628,0.000110334,0.012105741
20010629,5.29E-05,0.001230689
20010702,4.78E-05,0.009461639
20010703,2.47E-05,-0.001829101
20010705,5.30E-05,-0.0123322
20010706,0.00010686,-0.023392443
20010709,5.42E-05,0.006321372
20010710,7.91E-05,-0.015002109
20010711,0.000135512,-0.001066992
20010712,0.000123041,0.023621926
20010713,5.93E-05,0.005991254
20010716,6.58E-05,-0.01125852
20010717,7.97E-05,0.009979561
20010718,0.000124061,-0.006161693
20010719,0.00014661,0.00524411
20010720,6.91E-05,-0.003487498
20010723,9.39E-05,-0.016445342
20010724,0.000120963,-0.016746924
20010725,0.000101496,0.015792364
20010726,7.81E-05,0.010619687
20010727,5.99E-05,0.002590309
20010730,5.66E-05,-0.00109529
20010731,5.79E-05,0.005307512
20010801,5.50E-05,0.003362816
20010802,7.88E-05,0.003841518
20010803,7.89E-05,-0.00538
20010806,4.65E-05,-0.011545789
20010807,3.98E-05,0.003185339
20010808,8.63E-05,-0.017801144
20010809,0.00010724,-0.000473273
20010810,0.000106946,0.00567075
20010813,4.19E-05,0.00082308
20010814,6.16E-05,-0.003927824
20010815,6.96E-05,-0.007027067
20010816,0.000119012,0.002865113
20010817,0.000138049,-0.017586849
20010820,4.10E-05,0.007732704
20010823,3.55E-05,-0.004584643
20010824,7.95E-05,0.019142848
20010827,4.58E-05,-0.004194687
20010828,7.58E-05,-0.014822553
20010829,8.23E-05,-0.011211899
20010830,0.000153839,-0.01726467
20010831,0.000121488,0.004498163
20010904,0.000146425,-0.001067985
20010905,0.000245844,-0.001881834
20010906,0.000303155,-0.022870754
20010907,0.000278006,-0.01876683
20010910,5.57E-05,0.002786385
20010917,0.000527507,-0.049592287
20010918,0.000108577,-0.006461137
20010919,0.000433449,-0.01581076
20010920,0.000532549,-0.031268165
20010921,0.001481817,-0.018534616
20010924,0.000755567,0.037993396
20010925,0.000170166,0.008395572
20010926,0.000148467,-0.00604429
20010927,0.000175192,0.011138876
20010928,0.000191296,0.020579817
20011001,0.000124398,-0.002828366
20011002,0.000124163,0.011297932
20011003,0.000213873,0.019022172
20011004,0.000210157,-0.002829754
20011005,0.00019275,0.001223985
20011009,8.12E-05,-0.005142904
20011010,0.000132903,0.023058338
20011011,0.000173009,0.01472924
20011012,0.000344874,-0.005601436
20011015,0.000132737,-0.001714472
20011016,0.000118049,0.006930187
20011017,0.000247628,-0.01923552
20011018,0.00011366,-0.007791932
20011019,8.30E-05,0.004146322
20011022,8.83E-05,0.014868238
20011023,0.0001306,-0.004994561
20011025,0.000277861,0.013073039
20011026,0.000143123,0.004326635
20011029,0.000135023,-0.02384697
20011030,0.000201347,-0.017428188
20011031,0.000174879,0.000226434
20011101,0.000190265,0.022495082
20011102,0.000127107,0.002579458
20011105,0.000144485,0.013929392
20011106,0.000133388,0.014207112
20011107,6.40E-05,-0.002881666
20011108,0.000135101,0.002372162
20011109,0.000117139,0.001268707
20011112,0.000349942,-0.001768932
20011113,0.000170825,0.018156137
20011114,5.25E-05,0.003950978
20011115,8.33E-05,0
20011116,7.45E-05,-0.003657402
20011119,7.09E-05,0.010431504
20011120,6.71E-05,-0.007411898
20011121,6.21E-05,-0.005009639
20011123,2.17E-05,0.011637951
20011126,5.59E-05,0.005971668
20011127,0.00016412,-0.006988124
20011128,0.000129959,-0.018154226
20011129,9.39E-05,0.0099019
20011130,4.95E-05,-0.000526362
20011203,0.000126145,-0.008814901
20011204,5.53E-05,0.01282999
20011205,0.000104622,0.023049923
20011206,5.49E-05,-0.002849358
20011207,8.20E-05,-0.008121313
20011210,6.63E-05,-0.015968872
20011211,7.28E-05,-0.003198288
20011212,8.45E-05,-0.000439943
20011213,0.000166453,-0.016376875
20011214,8.01E-05,0.003567037
20011217,5.45E-05,0.010134653
20011218,7.62E-05,0.007517776
20011219,9.74E-05,0.005958136
20011220,4.49E-05,-0.008070336
20011221,5.01E-05,0.005005305
20011224,7.54E-06,-0.000209649
20011226,4.34E-05,0.005393197
20011227,2.51E-05,0.006409028
20011228,3.65E-05,0.002856442
20011231,4.11E-05,-0.011199237
20020102,9.34E-05,0.004831179
20020103,4.31E-05,0.008786319
20020104,0.000109165,0.005724741
20020107,4.72E-05,-0.007035291
20020108,5.44E-05,-0.004215278
20020109,0.00010109,-0.005018127
20020110,5.39E-05,0.001038296
20020111,6.21E-05,-0.009565294
20020114,3.89E-05,-0.006322318
20020115,6.75E-05,0.006906812
20020116,9.98E-05,-0.016449475
20020118,2.86E-05,-0.004177219
20020122,7.06E-05,-0.007048676
20020123,5.80E-05,0.007964199
20020124,6.41E-05,0.003221242
20020125,5.26E-05,0.000688717
20020128,9.90E-06,0.004458054
20020129,0.000106879,-0.028439717
20020130,0.000297642,0.011436749
20020131,8.64E-05,0.013956058
20020204,0.000102034,-0.02586176
20020205,0.000198243,-0.004707529
20020206,0.000178812,-0.00606411
20020207,0.000123672,-0.003041047
20020208,0.000100176,0.014630866
20020211,5.19E-05,0.014175384
20020212,7.78E-05,-0.004136464
20020213,6.38E-05,0.009382483
20020214,6.87E-05,-0.002076342
20020215,7.90E-05,-0.010978284
20020219,0.000109392,-0.017370732
20020220,0.000110428,0.013505232
20020221,0.000118341,-0.015169395
20020222,0.000160393,0.007658282
20020225,8.64E-05,0.017941656
20020226,0.000112972,-0.000117184
20020227,0.000127866,0.000270385
20020228,9.88E-05,-0.002607258
20020301,9.20E-05,0.020311113
20020304,6.67E-05,0.018948497
20020305,0.000116397,-0.006250863
20020306,5.93E-05,0.014413915
20020307,0.000107424,-0.004888215
20020308,0.000112354,0.002614695
20020311,4.18E-05,0.003232738
20020312,0.000179205,-0.002734291
20020313,6.10E-05,-0.007786171
20020314,2.89E-05,-0.000780139
20020315,4.65E-05,0.0107616
20020318,6.19E-05,-0.000857883
20020319,5.54E-05,0.003579874
20020320,8.40E-05,-0.015883604
20020321,6.25E-05,0.001752165
20020322,5.92E-05,-0.004596231
20020325,4.59E-05,-0.014468226
20020326,9.01E-05,0.005884391
20020327,4.61E-05,0.005850275
20020328,4.34E-05,0.002460756
20020401,7.99E-05,-0.001090023
20020402,6.06E-05,-0.005263124
20020403,5.88E-05,-0.010647995
20020404,5.71E-05,0.000630688
20020405,6.74E-05,-0.003156779
20020408,0.000129409,0.002233127
20020409,4.83E-05,-0.007036222
20020410,5.39E-05,0.009913704
20020411,9.81E-05,-0.021359298
20020412,8.01E-05,0.006070205
20020415,7.36E-05,-0.007353639
20020416,0.000132669,0.02313071
20020417,3.98E-05,-0.001836189
20020418,0.000181104,-0.000950659
20020419,3.30E-05,0.000177846
20020422,5.07E-05,-0.015332422
20020423,7.32E-05,-0.006602179
20020424,6.66E-05,-0.006945295
20020425,8.19E-05,-0.001593013
20020426,8.19E-05,-0.013568754
20020429,7.71E-05,-0.010075487
20020430,8.79E-05,0.010772868
20020501,0.000112104,0.007990868
20020502,8.86E-05,-0.002432867
20020503,9.02E-05,-0.010464312
20020506,8.33E-05,-0.019206399
20020507,0.000108563,-0.003235109
20020508,0.000348936,0.036725917
20020509,0.000138649,-0.014989871
20020510,9.04E-05,-0.016472144
20020513,7.64E-05,0.018091455
20020514,0.000197059,0.020667906
20020515,0.000128372,-0.006023867
20020516,5.80E-05,0.006458973
20020517,6.31E-05,0.007086276
20020520,8.28E-05,-0.013281495
20020521,7.48E-05,-0.01076403
20020522,8.69E-05,0.005522376
20020523,7.03E-05,0.00964925
20020524,4.94E-05,-0.012307904
20020528,6.28E-05,-0.00849681
20020529,4.54E-05,-0.006161046
20020530,0.000113379,-0.002297375
20020531,6.17E-05,0.002738905
20020603,0.000129797,-0.025588398
20020604,0.00019841,-0.001144137
20020605,7.77E-05,0.008782392
20020606,9.46E-05,-0.020612937
20020607,0.000322679,-0.00186736
20020610,0.000109759,0.002886257
20020611,0.000121003,-0.017419997
20020612,0.000193485,0.007675676
20020613,0.000132005,-0.01138521
20020614,0.00039743,-0.002290747
20020617,0.000125217,0.027891756
20020618,0.000103304,0.000279838
20020619,0.000139452,-0.016683906
20020620,0.000133074,-0.013065503
20020621,0.000159035,-0.017189701
20020624,0.000259845,0.003622845
20020625,0.000261753,-0.016525105
20020626,0.000756585,-0.002471961
20020627,0.000317504,0.016867207
20020628,0.000113404,-1.01E-05
20020701,0.000147447,-0.022859364
20020702,0.000247381,-0.021327353
20020703,0.000219138,0.006235201
20020705,0.000189799,0.036071476
20020708,0.000189112,-0.012248248
20020709,0.000197669,-0.025512566
20020710,0.00032643,-0.034606416
20020711,0.000648145,0.007770097
20020712,0.000394194,-0.007489942
20020715,0.00058998,-0.004285317
20020716,0.000551815,-0.018471604
20020717,0.00089936,0.00478295
20020718,0.000273015,-0.028479962
20020719,0.00053842,-0.042818083
20020722,0.001098993,-0.033903179
20020723,0.000830151,-0.02849259
20020724,0.001453219,0.056786447
20020725,0.001223017,-0.00573122
20020726,0.000394215,0.016285329
20020729,0.000515638,0.05212136
20020730,0.000468241,0.004340039
20020731,0.000330919,0.008734643
20020801,0.000341468,-0.031841412
20020802,0.000288553,-0.024001061
20020805,0.000259938,-0.035593125
20020806,0.000623667,0.030142599
20020807,0.000749103,0.019801031
20020808,0.000300321,0.032286751
20020809,0.000367217,0.003461851
20020812,0.000340892,-0.005717139
20020813,0.000351434,-0.022569674
20020814,0.000361198,0.039244202
20020815,0.00038992,0.01108425
20020816,6.37E-05,-0.002677378
20020819,0.000114232,0.02297973
20020820,0.000209723,-0.014536618
20020821,0.000314212,0.012235097
20020822,0.000149795,0.014047246
20020823,0.00018409,-0.023606675
20020826,0.000149022,0.007750007
20020827,0.000265082,-0.014900269
20020828,0.000202505,-0.018625126
20020829,0.000376743,-0.000130746
20020830,0.00024451,-0.002410836
20020903,0.000383757,-0.042776538
20020904,0.000162735,0.016491586
20020905,0.000421939,-0.016238135
20020906,0.000395027,0.015933355
20020909,0.000188659,0.010073045
20020910,7.40E-05,0.006396987
20020911,0.000138732,-0.001296646
20020912,0.000162197,-0.025547615
20020913,0.000230763,0.002274981
20020916,0.000116472,0.000707766
20020917,0.000265048,-0.02022332
20020918,0.000306498,-0.00458969
20020919,0.0003668,-0.030502131
20020920,0.000175956,0.00175343
20020923,0.000313892,-0.013756522
20020924,0.00051383,-0.01744772
20020925,0.00044218,0.02435704
20020926,0.000290472,0.017624774
20020927,0.000259187,-0.0333955
20020930,0.000684565,-0.016021395
20021001,0.000361886,0.038062819
20021002,0.000244271,-0.018987571
20021003,0.000427017,-0.011589896
20021004,0.000801282,-0.023161336
20021007,0.000351234,-0.019232453
20021008,0.000678326,0.016394017
20021009,0.000669733,-0.027807785
20021010,0.000508388,0.033746193
20021011,0.000541387,0.037584597
20021014,0.000267249,0.00694323
20021015,0.000721436,0.045738582
20021016,0.000290894,-0.024443288
20021017,0.000719414,0.021817876
20021018,0.000285749,0.005342844
20021021,0.000207645,0.01698538
20021022,7.60E-05,-0.000830966
20021023,0.000267038,0.006505708
20021024,0.000230451,-0.015757213
20021025,0.000222388,0.016742905
20021028,0.000227886,-0.008446421
20021029,0.000310065,-0.008936388
20021030,0.000184244,0.009185143
20021101,0.00024061,0.017059224
20021104,0.00024568,0.007331873
20021105,0.000102177,0.007425437
20021106,0.00037342,0.008755623
20021107,0.000198324,-0.024070621
20021108,0.000183447,-0.009092338
20021111,0.000132614,-0.020710566
20021112,0.000166521,0.007708263
20021113,0.000258556,-0.000929136
20021114,0.000282557,0.024058701
20021115,0.00019855,0.005953908
20021118,0.000136022,-0.010451979
20021119,0.000120114,-0.004251773
20021121,0.000148113,0.02150318
20021122,0.000101195,-0.00335767
20021125,8.26E-05,0.003068738
20021126,0.000124604,-0.020752621
20021127,0.000171796,0.027356656
20021129,4.21E-05,-0.002730406
20021202,0.000391078,-0.002577252
20021203,0.000142285,-0.015311428
20021204,0.000261893,-0.003623173
20021205,9.86E-05,-0.011861963
20021206,0.000268718,0.005675771
20021209,0.00015465,-0.022291499
20021210,9.76E-05,0.013739263
20021211,0.000136244,0.000773652
20021212,0.000114776,-0.004341092
20021213,0.000176896,-0.013343134
20021216,8.28E-05,0.022939437
20021217,7.35E-05,-0.008050774
20021218,0.000113999,-0.013198716
20021219,0.000116272,-0.006549343
20021220,0.000127411,0.012742891
20021223,7.23E-05,0.002085483
20021224,2.44E-05,-0.005486507
20021226,9.04E-05,-0.003839423
20021227,8.86E-05,-0.016215561
20021230,8.22E-05,0.004001579
20021231,0.000119537,0.000250142
20030102,0.000259437,0.032341684
20030103,9.68E-05,-0.000957522
20030106,6.70E-05,0.020113554
20030107,0.000111268,-0.006609452
20030108,0.00012706,-0.014757354
20030109,0.000113874,0.018521165
20030110,0.000161544,-0.000345043
20030113,0.000123527,-0.001618438
20030114,7.11E-05,0.005662688
20030115,6.77E-05,-0.014650732
20030116,0.000101381,-0.003764346
20030122,9.97E-05,-0.010919909
20030123,0.000149133,0.010419592
20030124,0.000162688,-0.029959518
20030127,0.000262422,-0.016905505
20030128,0.000145341,0.012942736
20030129,0.000246532,0.007045266
20030130,0.000131007,-0.02304333
20030131,0.00017249,0.012670832
20030203,0.000109751,0.004675276
20030204,0.000252379,-0.014423777
20030205,0.000185509,-0.005651402
20030206,0.000184239,-0.00632635
20030207,0.000187227,-0.010386028
20030210,0.00013564,0.007349177
20030211,9.42E-05,-0.008360509
20030212,0.000116412,-0.012939115
20030213,0.000177187,-0.00218884
20030214,0.000205175,0.020321374
20030218,0.000158286,0.018500916
20030219,8.23E-05,-0.007784252
20030220,8.00E-05,-0.00982172
20030221,0.000151883,0.014256981
20030224,9.63E-05,-0.018695915
20030225,0.000249376,0.006966
20030226,0.000127709,-0.013554849
20030227,0.000194128,0.011258958
20030228,0.000106086,0.004694676
20030303,0.000149879,-0.007829417
20030304,5.13E-05,-0.015208317
20030305,0.000124111,0.009215427
20030306,0.000197691,-0.009200476
20030307,0.000337895,0.007972031
20030310,0.000129278,-0.026094867
20030311,0.000126671,-0.008531859
20030312,0.000184653,0.003901313
20030313,0.0003071,0.033744445
20030314,0.000238312,0.001129319
20030317,0.000374613,0.034593365
20030318,0.000191117,0.003598104
20030319,0.00015249,0.008309772
20030320,0.000206591,0.001726159
20030321,0.000203576,0.022142959
20030324,0.000429365,-0.035647249
20030325,0.000147321,0.011984869
20030326,0.000108989,-0.005077229
20030327,0.000154451,-0.0019906
20030328,0.000112978,-0.005414623
20030331,0.000248646,-0.018242987
20030401,0.000131593,0.012152042
20030402,0.000313219,0.025814784
20030403,7.55E-05,-0.005326911
20030404,0.000164556,0.002620785
20030407,0.000528414,0.001262217
20030408,0.00010883,-0.001751672
20030409,0.000143185,-0.014080379
20030410,5.56E-05,0.005487913
20030411,0.000178735,-0.003609158
20030414,9.25E-05,0.019005169
20030415,7.05E-05,0.006272437
20030416,0.000131995,-0.012425186
20030417,5.17E-05,0.015136424
20030421,8.97E-05,-0.001691261
20030422,0.000120187,0.019989234
20030423,5.44E-05,0.008195692
20030424,9.30E-05,-0.006331069
20030425,6.90E-05,-0.014187927
20030428,6.86E-05,0.017732173
20030429,0.000127573,0.003600698
20030430,0.000118095,-0.002115895
20030501,0.000106984,-0.000938363
20030502,0.000101604,0.014507375
20030505,8.54E-05,-0.003522022
20030506,8.20E-05,0.008404495
20030507,9.78E-05,-0.004945911
20030508,0.000116692,-0.010076197
20030509,6.85E-05,0.013866705
20030512,5.61E-05,0.012118134
20030513,7.00E-05,-0.003221741
