e1,e2,res_m_x,res_m_y,res_x,res_y,x,x_se_1step_sto_mvar1,x_se_1step_sto_mvar4,x_se_1step_sto_var1,x_se_1step_sto_var4,x_se_hsteps_sto_mvar1,x_se_hsteps_sto_mvar4,x_se_hsteps_sto_var1,x_se_hsteps_sto_var4,xf_1step_det_mvar1,xf_1step_det_mvar4,xf_1step_det_var1,xf_1step_det_var4,xf_1step_sto_mvar1,xf_1step_sto_mvar4,xf_1step_sto_var1,xf_1step_sto_var4,xf_hsteps_det_mvar1,xf_hsteps_det_mvar4,xf_hsteps_det_var1,xf_hsteps_det_var4,xf_hsteps_sto_mvar1,xf_hsteps_sto_mvar4,xf_hsteps_sto_var1,xf_hsteps_sto_var4,y,y_se_1step_sto_mvar1,y_se_1step_sto_mvar4,y_se_1step_sto_var1,y_se_1step_sto_var4,y_se_hsteps_sto_mvar1,y_se_hsteps_sto_mvar4,y_se_hsteps_sto_var1,y_se_hsteps_sto_var4,yf_1step_det_mvar1,yf_1step_det_mvar4,yf_1step_det_var1,yf_1step_det_var4,yf_1step_sto_mvar1,yf_1step_sto_mvar4,yf_1step_sto_var1,yf_1step_sto_var4,yf_hsteps_det_mvar1,yf_hsteps_det_mvar4,yf_hsteps_det_var1,yf_hsteps_det_var4,yf_hsteps_sto_mvar1,yf_hsteps_sto_mvar4,yf_hsteps_sto_var1,yf_hsteps_sto_var4
0.889562213,-1.446003063,#N/A,#N/A,#N/A,#N/A,1.300392751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,1.300392751,2.956298106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106,2.956298106
-1.573546637,0.895823384,#N/A,#N/A,#N/A,#N/A,4.319798624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,4.319798624,1.343580155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155,1.343580155
-2.938876359,0.826028108,#N/A,#N/A,#N/A,#N/A,4.792075513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,4.792075513,-1.277026289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289,-1.277026289
0.519418863,-1.298109895,#N/A,#N/A,#N/A,#N/A,1.331712088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.331712088,1.146852779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779,1.146852779
0.150637313,-0.244287852,#N/A,#N/A,#N/A,#N/A,2.10967986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.10967986,2.190263462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462,2.190263462
0.560029148,2.513011637,#N/A,#N/A,#N/A,#N/A,5.882009644,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,5.882009644,2.055734099,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099,2.055734099
1.729639267,0.485245192,#N/A,#N/A,#N/A,#N/A,5.659690474,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,5.659690474,4.13160395,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395,4.13160395
-0.159326617,-0.534502626,#N/A,#N/A,#N/A,#N/A,5.774304981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,5.774304981,4.413207856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856,4.413207856
-0.40884386,-0.324452153,#N/A,#N/A,#N/A,#N/A,6.210625052,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,6.210625052,4.283948502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502,4.283948502
-1.984786677,-1.69790574,#N/A,#N/A,#N/A,#N/A,4.977775887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,4.977775887,3.291324995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995,3.291324995
-1.557480103,-2.913714235,#N/A,#N/A,#N/A,#N/A,2.549968705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,2.549968705,3.53243701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701,3.53243701
0.630870222,1.074341484,#N/A,#N/A,#N/A,#N/A,5.468788043,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,5.468788043,3.919649088,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088,3.919649088
-0.143186554,-0.260636728,#N/A,#N/A,#N/A,#N/A,5.825546746,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,5.825546746,4.12285108,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108,4.12285108
-0.309189972,0.467792136,#N/A,#N/A,#N/A,#N/A,6.854276157,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,6.854276157,3.755194824,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824,3.755194824
0.33074045,0.951669779,#N/A,#N/A,#N/A,#N/A,7.631924752,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,7.631924752,3.85906142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142,3.85906142
-1.226898697,0.452000136,#N/A,#N/A,#N/A,#N/A,7.583399364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,7.583399364,2.63435037,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037,2.63435037
-1.116006802,2.189881255,#N/A,#N/A,#N/A,#N/A,8.56219116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,8.56219116,0.896532866,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866,0.896532866
-0.042034135,-0.509338238,#N/A,#N/A,#N/A,#N/A,5.309677061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,5.309677061,1.929861276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276,1.929861276
-1.412846761,-0.757423392,#N/A,#N/A,#N/A,#N/A,4.055331905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,4.055331905,1.509753956,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956,1.509753956
0.395246688,-0.23031617,#N/A,#N/A,#N/A,#N/A,3.703202156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,3.703202156,2.718207937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937,2.718207937
-0.382595303,-1.671825929,#N/A,#N/A,#N/A,#N/A,2.810699912,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,2.810699912,3.627884011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011,3.627884011
0.155501736,1.132362844,#N/A,#N/A,#N/A,#N/A,5.714443206,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,5.714443206,3.491627523,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523,3.491627523
0.39494663,0.743036168,#N/A,#N/A,#N/A,#N/A,6.695234285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,6.695234285,3.816730564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564,3.816730564
-0.955716338,-1.093164194,#N/A,#N/A,#N/A,#N/A,5.544491287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,5.544491287,3.64425021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021,3.64425021
-0.350303723,-0.469607798,#N/A,#N/A,#N/A,#N/A,5.489187972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,5.489187972,3.799900344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344,3.799900344
0.329585367,-0.404643646,#N/A,#N/A,#N/A,#N/A,5.619890546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,5.619890546,4.571827465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465,4.571827465
0.131179986,-0.029840593,#N/A,#N/A,#N/A,#N/A,6.523201159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,6.523201159,4.803562254,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254,4.803562254
0.691924337,-1.172670187,#N/A,#N/A,#N/A,#N/A,5.971067745,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,5.971067745,6.121109234,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234,6.121109234
-0.3037984,0.959115133,#N/A,#N/A,#N/A,#N/A,8.617314546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,8.617314546,5.113531421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421,5.113531421
-1.622585031,-0.728237572,#N/A,#N/A,#N/A,#N/A,7.648538553,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,7.648538553,3.832358892,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892,3.832358892
