date,b1,b1_0,b2,b2_0,b3,b3_0,b4,b4_0,e1,e2,e3,e4,eps,f_sv1,f_sv2,f_sv3,f_sv4,fe_ols,fe_ols_chw,fe_tvp_chw,ser01,ser02,ser03,ser04,x1,x2,x3,x4,y,y_all,yf_ols,yf_ols_chw,yf_tvp_chw
1927-07-01,0,1.766308,0,3.927539,0,-0.3760396,0,2.447549,-1.04415777,-2.892033679,-1.746059837,-0.229935458,-4.515638019,3.672637206,2.368164567,0.157075504,1.649618688,149.9722191,#N/A,#N/A,0.110129002,0.643633832,-0.710980505,0.304333875,-0.647109928,-0.379890641,-1.380822966,1.256307942,#N/A,-3.456549406,8.789765104,#N/A,#N/A
1927-10-01,0,1.70873,0,4.036192,0,-0.7785437,0,3.029713,0.233720967,0.586446348,0.280292749,0.383698444,0.373658725,3.625625622,2.572398421,0.099526334,1.611963119,36.00167392,#N/A,#N/A,-0.057577557,0.108652398,-0.402504111,0.582164208,0.192166265,0.642599788,0.469093915,0.895648972,#N/A,5.744024331,11.74416382,#N/A,#N/A
1928-01-01,0,1.749317,0,4.565023,0,-1.011806,0,2.684771,-1.736276684,-1.548207658,0.109411518,-0.536824207,-1.713315457,3.570676807,2.759053067,0.028903726,1.559402293,23.58879317,#N/A,#N/A,0.040586395,0.528831092,-0.233261891,-0.344942036,-1.86905171,-0.92982433,0.345569554,-0.428571018,#N/A,-10.62781322,-15.48464276,#N/A,#N/A
1928-04-01,0,1.172558,0,4.480569,0,-1.156505,0,2.922177,-0.754355352,1.113149252,-3.660111475,0.160163227,-4.623242752,3.485776429,2.931237715,-0.039585313,1.49301768,0.000341998,#N/A,#N/A,-0.57675823,-0.08445345,-0.144699734,0.237405928,-1.179346185,-0.342778788,-3.268235235,0.018438619,#N/A,-3.608327267,-3.589834075,#N/A,#N/A
1928-07-01,0,0.7843162,0,4.158067,0,-1.854336,0,3.410111,1.259011978,0.177030782,-0.122108027,-2.083550091,9.080641745,3.407734215,3.121406908,-0.081954061,1.438738627,258.0300117,#N/A,#N/A,-0.388242296,-0.322502191,-0.69783097,0.487934119,0.922679661,0.134731101,-0.833230835,-1.789166709,#N/A,5.908368155,-10.15494444,#N/A,#N/A
1928-10-01,0,-0.2710314,0,4.428911,0,-1.898379,0,3.270204,-0.460790054,-0.389320719,0.571149589,-1.876482923,-0.418485063,3.307944079,3.3225148,-0.06589236,1.444416572,167.7645983,#N/A,#N/A,-1.055347563,0.270843724,-0.04404228,-0.139906996,-0.069582333,0.062862819,0.277044233,-2.382351444,#N/A,-8.337922413,-21.29031981,#N/A,#N/A
1929-01-01,0,0.0892731,0,4.312176,0,-1.672136,0,4.049516,0.327348413,1.767905795,0.624828546,0.631080277,4.091225362,3.143120884,3.530317682,-0.064992703,1.34054927,0.117202685,#N/A,#N/A,0.360304522,-0.116734811,0.226242827,0.779311676,0.753096638,2.19307205,1.12415525,0.065477105,#N/A,12.10077942,11.75843064,#N/A,#N/A
1929-04-01,0,1.090974,0,4.296145,0,-1.756665,0,3.515067,0.586324814,1.798491237,0.777011028,0.161944994,3.976414223,2.967397303,3.680221691,-0.092768434,1.225014672,4.474455684,#N/A,#N/A,1.001700608,-0.016031513,-0.084528781,-0.534449592,1.347261717,3.547437775,1.286120564,0.369536848,#N/A,19.82621259,21.94150351,#N/A,#N/A
1929-07-01,0,0.9983222,0,4.190688,0,-1.463547,0,2.549124,1.154031337,-1.943306041,0.39536342,0.779602229,0.724962626,2.760932248,3.712856167,-0.171984346,1.081681922,177.0419695,#N/A,#N/A,-0.092651554,-0.105457067,0.293117316,-0.965942317,1.404274815,0.50376565,1.083182061,1.163567984,#N/A,5.718797228,19.02450914,#N/A,#N/A
1929-10-01,0,1.405568,0,5.112294,0,-1.366863,0,2.82476,-1.395847567,2.502974987,-2.302804673,-1.147047299,-0.917951467,2.585674896,3.765160924,-0.232711903,0.968420715,102.9600769,#N/A,#N/A,0.407246088,0.921606769,0.096683832,0.27563552,-0.233542643,2.314392975,-2.127089188,-0.907354039,#N/A,11.0300279,0.883103396,#N/A,#N/A
1930-01-01,0,1.521437,0,4.664218,0,-1.853457,0,2.66842,-0.417852978,-2.296877236,1.91052775,1.593987032,0.109485073,2.417974757,3.747278466,-0.263060169,0.89344749,87.13349427,#N/A,#N/A,0.115868333,-0.448076369,-0.486593329,-0.156340231,-0.870645482,-0.135083126,2.28996113,1.359102874,#N/A,-2.362891522,6.971640833,#N/A,#N/A
1930-04-01,0,1.644902,0,4.158065,0,-2.340113,0,2.737295,-0.179896778,0.631636854,0.877221073,-0.6899202,5.02176466,2.242797935,3.736522423,-0.273060548,0.829390813,26.13697526,#N/A,#N/A,0.123465777,-0.506152796,-0.486655918,0.068875824,-0.3018276,1.0137533,1.348235192,-0.209173855,#N/A,5.112946705,0.000513306,#N/A,#N/A
1930-07-01,0,1.768443,0,4.022706,0,-2.428518,0,2.497596,-2.780353361,-1.600638245,-0.310346301,0.29321491,1.009835231,2.083456131,3.681414677,-0.318666418,0.764375138,85.66643169,#N/A,#N/A,0.123540652,-0.135359165,-0.088405546,-0.239699774,-3.121212051,-0.885490156,0.265192705,-0.086590251,#N/A,-8.832209656,-18.08782588,#N/A,#N/A
1930-10-01,0,1.943473,0,3.495182,0,-2.973896,0,2.412213,0.183621574,-1.603525029,1.214068592,1.155052435,4.999151804,1.949267425,3.633919368,-0.367317151,0.708756826,22.38143833,#N/A,#N/A,0.175030219,-0.527523882,-0.545378018,-0.08538225,-1.285568252,-1.570598544,1.842610606,1.256618595,#N/A,-5.337343745,-0.606441259,#N/A,#N/A
1931-01-01,0,1.939361,0,3.559833,0,-2.449349,0,2.314157,0.45891841,3.161132593,-1.864155947,-2.404226254,2.075224002,1.845884113,3.618700167,-0.450212126,0.632822371,245.2401788,#N/A,#N/A,-0.004112038,0.064651104,0.524547478,-0.098056041,0.676917627,1.859526683,-1.888820919,-1.858402914,#N/A,10.43336162,-5.226784579,#N/A,#N/A
1931-04-01,0,1.72433,0,4.338987,0,-2.249427,0,2.321521,-2.664087015,1.65741762,-0.376630931,-0.94274645,-0.55810984,1.733757946,3.56039705,-0.498656419,0.59721704,414.0813291,#N/A,#N/A,-0.215031582,0.77915403,0.199921996,0.007363268,-1.96183644,2.86014435,-0.595640681,-1.799880377,#N/A,5.730556023,-14.61843238,#N/A,#N/A
1931-07-01,0,1.278245,0,4.166497,0,-1.993676,0,2.355888,0.053009728,-3.319155765,1.683027303,2.789509698,0.756723899,1.59939255,3.53011521,-0.541963164,0.543638612,235.9975306,#N/A,#N/A,-0.44608475,-0.172490629,0.255750275,0.034367599,-1.295556001,-0.898160964,2.591058626,2.357497044,#N/A,-4.153231445,11.20897968,#N/A,#N/A
1931-10-01,0,1.357803,0,3.895423,0,-2.085407,0,1.723717,-0.569433977,-2.012120802,-1.150486842,-2.206305111,8.182613646,1.473190733,3.500392729,-0.606834083,0.473917487,551.8187164,#N/A,#N/A,0.079558056,-0.271073224,-0.091730128,-0.632170836,-1.390080538,-2.696163433,-1.013404326,-1.484471094,#N/A,-4.552986511,-28.04380847,#N/A,#N/A
1932-01-01,0,0.9531137,0,4.363548,0,-2.153797,0,2.249595,-0.536277596,0.899146355,-0.310750524,0.14224261,0.265628422,1.489020773,3.768060213,-0.526620681,0.555297807,18.3110326,#N/A,#N/A,-0.404689194,0.468124143,-0.068390871,0.525877722,-0.81248054,-0.611776862,-0.127200521,-0.283540358,#N/A,-3.442162485,-7.721301721,#N/A,#N/A
1932-04-01,0,0.6795025,0,4.245235,0,-1.956696,0,1.807755,-0.077884499,-4.356317078,0.109410172,4.206642939,0.404735247,1.501811059,4.033027442,-0.447209985,0.634808588,996.8686773,#N/A,#N/A,-0.273611215,-0.118312199,0.197101023,-0.441840038,-1.174140131,-4.490560144,1.441990829,4.209898156,#N/A,-14.56765224,17.00557498,#N/A,#N/A
1932-07-01,0,0.675618,0,4.023428,0,-1.37386,0,1.629047,1.655816536,-4.252478639,0.989400018,1.416095675,-3.249836356,1.509188148,4.464421488,-0.383663719,0.618801525,1100.661739,#N/A,#N/A,-0.003884504,-0.221807688,0.582836257,-0.178707678,0.435664756,-6.44999472,1.859722561,3.027437602,#N/A,-26.42974305,6.746479444,#N/A,#N/A
1932-10-01,0,0.8310337,0,4.743714,0,-1.478637,0,1.897798,1.968612987,-1.443544164,1.830818542,-0.961065266,0.431039251,1.514889011,4.905157846,-0.319501554,0.599467364,317.9577574,#N/A,#N/A,0.155415713,0.720286426,-0.104777137,0.268750854,1.954170056,-4.564295433,2.16951061,0.342457963,#N/A,-22.05469435,-4.223324308,#N/A,#N/A
1933-01-01,0,1.319893,0,4.982297,0,-1.272291,0,2.647214,-0.675987989,-1.033315763,1.547257885,0.492188795,-8.341979656,1.575289142,5.196086629,-0.265964534,0.61994697,355.394181,#N/A,#N/A,0.488859727,0.238583131,0.206346348,0.749416204,-0.000983119,-3.107715658,2.295731675,0.593527985,#N/A,-25.07648282,-6.224581565,#N/A,#N/A
1933-04-01,0,1.147107,0,4.492787,0,-1.523366,0,2.942833,0.975176091,3.305545645,0.325398608,1.613692768,1.237115131,1.617556628,5.161558311,-0.136737299,0.728340805,310.4400324,#N/A,#N/A,-0.172786523,-0.489510487,-0.251074968,0.29561846,1.735891972,1.738535833,1.373181551,2.038027577,#N/A,15.04495688,32.66426539,#N/A,#N/A
1933-07-01,0,0.6315696,0,4.44677,0,-1.462007,0,2.650169,-2.677516115,2.203302555,-1.030748486,-1.300191769,2.197793909,1.617634966,5.077014699,-0.040522249,0.79103717,309.2867161,#N/A,#N/A,-0.515537361,-0.046017226,0.061358627,-0.29266413,-1.442498816,3.137199509,-0.849819196,-0.990410913,#N/A,13.95484548,-3.631703812,#N/A,#N/A
1933-10-01,0,0.3442212,0,4.072696,0,-2.034223,0,2.899998,1.287494692,-1.404952559,-0.443555968,-0.003642664,-0.817341161,1.631487957,4.964003045,0.050991913,0.864561078,9.362376096,#N/A,#N/A,-0.287348387,-0.374073817,-0.572215173,0.249829091,0.529504654,0.544300356,-0.271939514,-0.007641734,#N/A,2.212720047,5.272520056,#N/A,#N/A
1934-01-01,0,1.033847,0,4.331171,0,-1.530083,0,2.327528,1.443847864,-1.469765824,2.215258299,3.899229287,3.033247111,1.657776398,4.863130759,0.140474342,0.941434446,1211.162153,#N/A,#N/A,0.689625993,0.258475095,0.504139642,-0.572469539,1.461696561,-0.278608121,3.449274693,4.213513946,#N/A,7.967113421,42.76886844,#N/A,#N/A
1934-04-01,0,0.8235168,0,3.48896,0,-0.9854068,0,2.162284,-0.490765406,0.429994268,-0.465737778,-0.06263892,3.567246953,1.624041232,4.736253318,0.155154769,0.913530699,46.57534622,#N/A,#N/A,-0.210330369,-0.842211101,0.5446761,-0.165243749,0.279912072,0.323108062,0.335993695,1.227800453,#N/A,7.348833153,14.17344642,#N/A,#N/A
1934-07-01,0,0.7639322,0,3.531371,0,-1.485987,0,1.670373,0.985436573,-0.151041304,-2.640484189,-0.840422889,-3.930922418,1.559163625,4.583939377,0.143919339,0.836609086,31.39425121,#N/A,#N/A,-0.059584656,0.042410868,-0.500579741,-0.491911159,1.167193141,-0.549321723,-2.500190857,-0.224267267,#N/A,-1.538483674,4.064573635,#N/A,#N/A
1934-10-01,0,0.4856939,0,4.257049,0,-0.5792479,0,1.282126,-0.276140101,-4.061753336,1.254903662,-6.171382962,6.967121232,1.50790608,4.417278225,0.112035843,0.757503724,2913.429544,#N/A,#N/A,-0.278238268,0.725678695,0.906738618,-0.388247474,-0.521613511,-3.814875271,-0.362970707,-6.180084157,#N/A,-17.13973079,-71.11592502,#N/A,#N/A
1935-01-01,0,1.022103,0,4.122175,0,-0.2475343,0,2.451127,0.056031667,1.197669812,0.458338344,-0.163207428,1.5142049,1.617224029,4.541056463,0.244794398,0.962187209,161.6404815,#N/A,#N/A,0.536409148,-0.134873938,0.331713578,1.169000765,0.186920225,-0.753753848,0.663090881,-1.908827925,#N/A,-6.144766047,-18.85855704,#N/A,#N/A
1935-04-01,0,0.8151788,0,4.425913,0,0.1729076,0,1.385672,0.87751049,1.43915378,0.482485739,-0.64768081,6.016655453,1.712676975,4.648767455,0.373223455,1.140553961,93.10825929,#N/A,#N/A,-0.206924224,0.303737464,0.420441939,-1.065454265,1.340109336,1.331647193,0.720029169,-0.988702614,#N/A,11.85731978,2.208057672,#N/A,#N/A
1935-07-01,0,0.8818453,0,4.720408,0,0.2276686,0,1.870927,-4.49406836,-2.329543233,1.621429465,-0.309049385,-1.48995722,1.768739064,4.67076785,0.473924803,1.320337684,568.3275521,#N/A,#N/A,0.066666483,0.294495459,0.054760987,0.485255102,-4.323933272,-0.844126077,1.952171495,-1.179770423,#N/A,-10.95043313,-34.7900546,#N/A,#N/A
1935-10-01,0,1.147948,0,4.257682,0,-0.3217204,0,2.509375,-1.978294768,-4.026734578,0.217253652,0.077422314,-6.612561107,1.87684744,4.69612656,0.557887431,1.521489441,75.28214218,#N/A,#N/A,0.26610247,-0.462725837,-0.549389024,0.638447805,-4.413214993,-4.268034129,0.829434955,-0.473253028,#N/A,-31.20504998,-39.88157821,#N/A,#N/A
1936-01-01,0,1.050772,0,3.685551,0,0.1356697,0,2.371253,-1.331237028,2.233542223,-2.201887024,0.110452638,-6.459236056,1.807663188,4.538526835,0.630843955,1.649488027,2.430452299,#N/A,#N/A,-0.097176187,-0.572131511,0.45739013,-0.13812249,-2.549814581,-0.787844362,-1.749858622,-0.131208825,#N/A,-12.49068251,-14.04967331,#N/A,#N/A
1936-04-01,0,1.483566,0,3.497806,0,0.1321245,0,2.544509,-4.043896392,-2.037052585,-0.013832041,0.553642042,1.260271617,1.641838917,4.313983975,0.654435006,1.718118812,328.3257556,#N/A,#N/A,0.432794904,-0.187745027,-0.003545232,0.173256404,-5.371232741,-2.313908814,0.162099676,0.007694936,#N/A,-14.66091362,-32.78067509,#N/A,#N/A
1936-07-01,0,1.771574,0,2.96457,0,0.3678274,0,2.997108,1.388579246,0.344708142,-0.848720358,-0.234850818,2.683410866,1.712919829,4.209231497,0.669693462,1.875786443,10.62613014,#N/A,#N/A,0.288007555,-0.533235558,0.235702897,0.452598839,-0.590972222,-1.098253254,-0.583118111,0.07574455,#N/A,-1.506861029,-4.766635583,#N/A,#N/A
1936-10-01,0,1.384023,0,2.99899,0,1.379078,0,2.052977,0.382216398,-2.581743188,1.111152087,-2.478872453,-4.702045195,1.806213304,4.178917934,0.71965728,2.048668859,211.8781733,#N/A,#N/A,-0.387551479,0.034419519,1.011250645,-0.944130673,-0.270521128,-2.707349514,0.703966257,-2.298816629,#N/A,-16.84436007,-31.4003957,#N/A,#N/A
1937-01-01,0,2.207801,0,2.535008,0,1.735545,0,2.985338,-1.226728648,-0.846843215,0.57891599,-2.971577195,0.503036034,1.880141238,4.10000534,0.755756852,2.194830949,838.504676,#N/A,#N/A,0.823778913,-0.463981376,0.356467171,0.932360503,-1.404305742,-2.097578126,0.24161663,-3.745231481,#N/A,-18.57621424,-47.53315945,#N/A,#N/A
1937-04-01,0,1.62117,0,2.742366,0,0.964351,0,2.849446,1.163375475,-0.901974834,1.850990621,-1.115920951,-1.016146469,1.96314007,4.029329338,0.795369137,2.351376965,175.0425638,#N/A,#N/A,-0.586631596,0.20735748,-0.771194233,-0.13589137,0.521258211,-1.405224523,1.908252878,-1.964984074,#N/A,-7.683628687,-20.9139939,#N/A,#N/A
1937-07-01,0,1.592972,0,2.515993,0,1.3168,0,3.29791,1.227631596,1.313852245,0.447601281,0.182671142,4.563482317,2.043662258,3.953644424,0.836937457,2.503756661,0.133492889,#N/A,#N/A,-0.028198077,-0.226372968,0.352448922,0.448463144,1.798905329,0.804997915,1.079506998,-0.122679341,#N/A,10.57136665,10.20599986,#N/A,#N/A
1937-10-01,0,2.245219,0,3.31051,0,0.7989495,0,3.081993,-0.121636658,-0.3091431,0.129653356,-1.051874138,4.892140953,2.07271246,3.833243231,0.853470722,2.629267223,83.9240314,#N/A,#N/A,0.652246765,0.794517041,-0.517850404,-0.215916169,0.636096853,0.412751656,0.328610871,-1.006923439,#N/A,4.945948679,-4.215057347,#N/A,#N/A
1938-01-01,0,2.216438,0,3.068377,0,0.5832032,0,2.699682,0.31553771,-2.16988899,-0.691604659,-0.537289181,-2.638832297,2.09173595,3.684230943,0.865813894,2.774826158,0.538038521,#N/A,#N/A,-0.028780932,-0.242133473,-0.215746323,-0.382311205,0.235998653,-1.929719395,-0.476635324,-0.692035557,#N/A,-10.0831137,-10.8166248,#N/A,#N/A
1938-04-01,0,2.264702,0,3.779852,0,0.9906733,0,2.625744,-0.665878036,-0.563259612,1.320057521,-0.08082473,-1.35019266,2.112072031,3.486194588,0.854225584,2.909437129,12.57603491,#N/A,#N/A,0.048263897,0.711475408,0.407470091,-0.073938441,-0.584130497,-1.125073992,1.52835604,-0.288317102,#N/A,-6.068632723,-9.614903287,#N/A,#N/A
1938-07-01,0,1.928105,0,3.470252,0,0.7503071,0,3.522926,-0.039776434,-2.817123665,1.082416166,1.286066744,-1.317123916,2.111228065,3.270067007,0.859615344,3.040559831,18.86692983,#N/A,#N/A,-0.336596787,-0.309599644,-0.240366195,0.897182649,-0.736853366,-2.967443211,1.933186258,1.293605148,#N/A,-6.927871727,-2.584263799,#N/A,#N/A
1938-10-01,0,1.289272,0,3.122625,0,0.248639,0,3.300361,1.00301299,2.988462101,-0.523581892,-1.688144056,3.298773415,2.09831078,2.994457648,0.88014196,3.191527047,9.826630222,#N/A,#N/A,-0.63883312,-0.347627426,-0.501668107,-0.222565102,1.405964064,1.250921607,-0.355639968,-1.049610563,#N/A,5.565082865,2.430337225,#N/A,#N/A
1939-01-01,0,1.835915,0,3.386166,0,0.5679937,0,4.020139,1.134687591,0.133203094,-1.081233752,0.844818363,3.267334938,2.057820254,2.684248502,0.907152936,3.349324762,58.04108261,#N/A,#N/A,0.546643036,0.263541483,0.319354774,0.719777983,1.823713835,0.759385933,-0.623375156,0.800138333,#N/A,12.14951951,19.76798934,#N/A,#N/A
1939-04-01,0,1.224794,0,2.649983,0,0.8183097,0,4.204291,-0.619479026,1.933280492,-1.026564384,-3.032085177,-4.889864701,1.913452651,2.340870469,0.949803059,3.453320929,3.237281639,#N/A,#N/A,-0.611120452,-0.736183363,0.250315924,0.184152059,0.596662606,2.280942737,-1.578091952,-2.784965532,#N/A,-11.01478992,-12.81403466,#N/A,#N/A
1939-07-01,0,1.277972,0,2.381765,0,0.8228159,0,4.032102,-1.37781977,2.882008134,-0.385655072,-0.633815934,4.387003544,1.75452733,2.172932412,0.909982111,3.387708905,62.37658048,#N/A,#N/A,0.05317758,-0.26821769,0.004506201,-0.172189427,-0.462753101,4.334877254,-0.480822848,-1.575978559,#N/A,7.470141976,-0.427742581,#N/A,#N/A
1939-10-01,0,1.225445,0,2.208946,0,0.7485927,0,4.359127,0.542801655,-0.367489433,1.372341788,-2.598227116,2.098813138,1.646135953,1.745760754,0.818575406,3.387312534,135.4986189,#N/A,#N/A,-0.052526725,-0.172819691,-0.074223156,0.327025348,0.384202528,2.845139456,0.950661582,-2.889600435,#N/A,-2.93008533,-14.57047274,#N/A,#N/A
1940-01-01,0,1.234108,0,2.104331,0,0.7775551,0,3.932262,1.348679304,1.506567716,-0.95822195,-1.32809053,-5.615800809,1.538166696,1.316768611,0.72662443,3.387732006,74.671653,#N/A,#N/A,0.008663157,-0.104614634,0.028962412,-0.426865445,1.903673858,3.126184804,-0.847645345,-1.892668765,#N/A,-4.689494499,3.951781622,#N/A,#N/A
1940-04-01,0,0.7353119,0,1.973086,0,1.116023,0,3.818748,2.790784597,-0.402880279,0.572254057,0.279289861,0.184023868,1.514645325,1.103306407,0.623250738,3.342203932,298.708081,#N/A,#N/A,-0.498796352,-0.131245029,0.338468197,-0.113513663,3.571678084,1.844506821,0.81492972,0.230106921,#N/A,8.337892507,25.62106586,#N/A,#N/A
1940-07-01,0,0.682592,0,0.887848,0,0.3310416,0,3.332278,0.75428927,0.06731969,-0.347088696,0.89375141,8.292853614,1.52666746,0.915432998,0.527113991,3.313971264,131.4657659,#N/A,#N/A,-0.05271985,-1.085237912,-0.784981668,-0.486469791,2.296424442,1.269897174,0.298588615,1.175926877,#N/A,15.10521075,26.57106291,#N/A,#N/A
1940-10-01,0,0.3541366,0,-0.0548245,0,0.7442559,0,2.989493,1.019925411,-1.416648094,-0.702653905,2.165680272,-1.739549347,1.343365576,0.605194934,0.3924568,3.154640128,599.3595553,#N/A,#N/A,-0.328455391,-0.942672533,0.413214261,-0.342785452,1.755165569,-0.665505961,0.183554456,2.771447147,#N/A,7.440338384,31.9221593,#N/A,#N/A
1941-01-01,0,0.2669809,0,-0.0554855,0,0.5672701,0,3.392625,-0.805398447,1.959385047,1.659831816,-0.401684725,-5.722864047,1.287519655,0.264499568,0.264379004,3.118496542,257.5421714,#N/A,#N/A,-0.08715567,-0.000661044,-0.176985791,0.403131608,0.38854479,2.258031015,1.886943804,0.408939652,#N/A,-3.186632301,12.86148819,#N/A,#N/A
1941-04-01,0,0.6317235,0,0.1686625,0,-0.0748969,0,4.290385,-2.983428687,-1.312435283,-1.816656027,-0.580823298,0.017010363,1.248429254,0.198264296,0.31489511,3.152900021,246.1099627,#N/A,#N/A,0.364742565,0.224148093,-0.642166982,0.897760538,-2.990497828,-0.302613482,-1.378820281,-0.805655705,#N/A,-5.176500727,-20.86439296,#N/A,#N/A
1941-07-01,0,1.114651,0,0.0838309,0,-0.1004239,0,4.011526,-1.333809968,1.961918301,-0.090865812,1.303994078,-2.172605734,1.252487148,0.144565834,0.376433227,3.21516246,46.08678344,#N/A,#N/A,0.482927169,-0.084831665,-0.025527005,-0.278859396,-2.03762544,1.953090468,0.328309665,0.962225871,#N/A,-0.353093674,6.435631054,#N/A,#N/A
1941-10-01,0,0.541866,0,-0.1251631,0,0.0929562,0,3.331891,-0.369145536,-0.829562129,-0.544142848,-3.103482177,-2.856531012,1.219253164,0.144833455,0.469990552,3.278805462,245.1672624,#N/A,#N/A,-0.572784728,-0.208993937,0.19338006,-0.679635112,-1.250108138,0.379049297,-0.970766942,-2.770186246,#N/A,-12.80156252,-28.45938045,#N/A,#N/A
1942-01-01,0,1.145627,0,-0.1326387,0,-0.1107427,0,2.879049,0.8114123,-1.68086072,0.142256901,-1.65390758,2.341375625,1.128090828,0.145659856,0.538450041,3.2700939,394.1707483,#N/A,#N/A,0.603761365,-0.00747568,-0.203698926,-0.452841326,0.075196901,-1.210754072,-0.116835035,-2.263251609,#N/A,-3.814957584,-23.66869145,#N/A,#N/A
1942-04-01,0,1.283103,0,0.0663307,0,-0.0306252,0,3.005938,-0.165410084,-2.637631155,1.23598351,-1.114251832,1.586078937,1.066877568,0.210573773,0.647128818,3.32877281,563.236792,#N/A,#N/A,0.137475494,0.198969445,0.08011758,0.126889228,-0.562857555,-2.793288545,1.239895297,-1.718038827,#N/A,-4.423696302,-28.15630661,#N/A,#N/A
1942-07-01,0,0.8047509,0,0.00736219,0,-0.0794205,0,3.278526,-0.211206076,0.793699909,0.540540974,3.458702069,2.138862834,1.027020347,0.320937626,0.7611829,3.407074845,155.2337821,#N/A,#N/A,-0.478351929,-0.058968513,-0.048795301,0.272587173,-0.177609116,-0.520110925,1.891200786,3.011609509,#N/A,11.81554255,24.27482752,#N/A,#N/A
1942-10-01,0,0.546936,0,-0.2713163,0,0.1442998,0,3.392063,-0.244094289,-0.740201138,-0.168105302,1.054266561,-3.113776667,0.986979318,0.43125413,0.87469033,3.484643836,97.6648921,#N/A,#N/A,-0.257814926,-0.278678468,0.223720232,0.113537425,-0.363178163,-0.902699284,0.679141456,2.021135271,#N/A,3.986323298,13.86887824,#N/A,#N/A
