date,gdp,infl,irate,ser01,ser02,ser03,ser04,ser05,ser06,ser07,ser08,ser09,ser10,ser11,ser12,ser13,ser14,ser15,ser16,ser17,ser18,ser19,ser20,ser21,ser22,ser23,ser24,ser25,ser26,ser27,ser28,ser29,ser30,ser31,ser32,ser33,ser34,ser35,ser36,ser37,ser38,ser39,ser40,ser41,ser42,ser43,ser44,ser45,ser46,ser47,ser48,ser49,ser50,ser51,ser52,ser53,ser54,ser55,ser56,ser57,ser58,ser59,ser60,ser61,ser62,ser63,ser64,ser65,ser66,ser67,ser68,ser69,ser70
10/1/1987,6.7618,4.4,6.92,-1.265497727,-1.091042135,0.330554898,-1.29374955,0.414220782,1.71814465,0.082557731,-3.130658623,1.511353876,-1.688743261,1.362775163,5.059550654,0,0.069387888,2.706704715,3.007603826,1.665821294,1.474030832,-0.957586563,-0.979219798,-0.388356983,-0.523044422,0.868179207,0.706202087,2.021380077,0.838801623,1.119437553,-0.432941178,2.011814765,2.00883714,1.646901345,1.883135904,1.218038501,-0.729318216,0.136729713,0.641723099,0.508480346,1.155264727,1.878552779,4.044065255,-1.669526729,0.206739338,-0.133867071,-0.274506448,-0.166835114,-0.57303,-0.572203457,0.523516633,-0.47359694,1.569699779,2.570948281,-0.365366031,0.037061881,0.125081023,0.324240692,-0.059635725,0.047399289,0.602537296,-0.447120197,0.136162838,-0.232519957,-0.139986856,-0.111000023,2.353926586,4.138809467,0.655493611,-0.12526758,-0.657327684,-0.006424553,-0.786190629
1/1/1988,2.26923,4,6.67,1.088054635,0.93138709,-1.067595557,1.111190704,-0.202545579,1.351566395,0.348687346,0.155777695,2.326071995,-0.978044716,0.288893585,4.750151641,0.462577682,-1.101365196,1.606752194,2.293150078,1.816020951,1.489345686,-0.147200489,-0.271247333,-0.666858502,-0.185730212,-0.588097396,-0.434476193,1.597287164,0.30045977,-0.428306542,-1.733426676,0.72116172,0.472135923,0.496456573,2.576333643,0.25782152,0.913412611,0.135977072,0.378362717,0.55306749,-0.306061931,1.57036968,3.412966263,-1.082430548,-0.546115019,-0.609348104,-0.236912557,-0.085542845,2.04944336,0.93687479,0.332624378,0.128743685,0.792846904,1.894527663,-0.808240506,-0.197838794,-0.450553506,-0.874626779,-0.795718423,-1.072390704,-0.547141433,-0.689706688,0.774344427,0.289149198,-0.573331245,-0.818820673,2.089313351,3.807813595,0.536999143,-0.126275681,0.229424651,0.043654016,0.352651399
4/1/1988,5.3924,4,7.15,0.211635078,0.350904461,0.215857853,-0.125380658,0.069611857,1.348470369,0.889504457,0.302389918,2.567685438,-0.197641923,-1.22689483,4.862944574,0.736647354,-0.046529107,2.368543453,2.228765241,1.280100235,1.565159319,0.534504209,0.114981549,0.022733273,1.876568736,0.960797515,0.555456649,1.776787734,0.468203758,0.871774378,0,0.695067334,0.821396712,0.585477476,1.935018935,0.167238776,-0.638829274,0.022538779,1.077477377,0.629032259,1.310981071,2.308459609,4.249307843,-0.386772447,0.033659487,2.496926619,1.129779629,0,-0.883906047,-1.122814332,0.066672982,0.586889816,1.414329204,2.548950862,0.142525481,0.426572446,0.527458861,0.656231613,-0.165526597,0.136891939,-0.695235341,-0.720360318,0.079172102,0.60991343,0.206725051,0.194389106,2.967341429,4.868776859,1.064057031,0.260135069,-0.405149421,-0.050946221,1.339424802
7/1/1988,2.32797,4.1,7.98,0.417690892,0.239437021,-0.175913313,0.693904926,0.740852728,0.857387457,0.63967351,0.230518785,1.224725737,1.854616,-0.184335459,4.960776829,1.370909426,-1.051410316,1.729175208,2.695504796,1.19919879,1.217093834,-0.078593622,0.067561947,-0.003783948,0.051005985,-0.021781491,0.06501786,1.51966206,0.101537006,-0.841970125,-0.435026637,0.352785308,0.221875975,0.260846805,0.440847201,0.152755678,0.181985684,-0.090072931,0.918739083,0.406286271,-0.487860735,2.453450115,3.912265192,1.51365855,0.425542896,0.061377086,-0.004326495,0.346586496,0.492189153,1.35053208,0.297232659,-0.324769471,1.4737356,2.51045538,-0.741034524,0.662432842,0.6659769,0.233075429,-0.624533251,-0.769892285,-0.125951607,0.125644242,-1.872217207,-0.719412583,-0.027358051,-0.298297041,3.30520414,4.617046952,1.152790734,0.136113168,-0.192785726,0.257840645,-0.200443196
10/1/1988,5.40226,4.3,8.47,-0.500453617,-0.081228221,-0.159168811,-1.256296005,0.234537901,0.368685308,-0.199132351,0.473640898,1.162644464,-1.341591643,-2.161991179,4.880431825,0.781154072,0.353266933,1.818138823,2.489021837,1.20406179,1.031547329,0.652696363,0.827715308,-0.476880833,0.28822126,0.941057891,0.714596157,1.761073682,0.544487338,0.653830783,0.435446142,0.568744133,0.731327635,0.398282979,1.21115145,1.318840504,-1.200486627,-0.090402567,0.50782048,0.441355738,1.21856374,2.198419801,4.246661948,-1.342741656,0.389846597,-0.373808189,-0.065354455,0.164788058,-0.621397867,-1.577894383,-0.013959196,-0.008137953,1.763912997,3.016396004,-0.38157051,0.355954219,0.453245452,-0.174427667,0.491619627,0.778673966,-0.332410108,0,1.98E-15,-0.570651908,-0.208503924,0,2.686879825,4.436381819,0.229556538,-0.043181633,-0.04203755,0.050924152,-0.447365974
1/1/1989,4.09797,4.7,9.45,0.488382334,0.340804909,-0.633698187,0.682855873,0.5518269,-0.190409471,0.698571661,0.890753964,0.732760846,0.748365649,-0.914123085,4.936996729,1.937442658,-0.509733319,1.444898472,3.610026508,1.534891043,2.792694086,-1.520442798,-1.100585306,0.455263836,-2.369739309,0.648874538,0.76281868,1.637554193,0.366717352,0.424614244,-0.435026637,0.344070249,0.34994528,0.045389882,1.441903966,0.253074143,0.529509958,0.635142368,0.825070351,0.320283843,0.226369197,2.286184157,3.729729283,0.42543224,0.682350721,-0.409103226,-0.535872227,-0.482523115,0.918889135,0.867841911,0.415442057,0.052730414,1.519432828,2.150247653,1.96301512,0.675632887,0.620325338,0.321069002,-0.912604588,-0.769981643,-0.159001865,-0.872744232,0.148522551,-0.876169917,-0.448509073,-0.466455562,3.005384506,4.240351316,1.266332508,0.903904118,-0.009148488,-0.012764107,-0.67214485
4/1/1989,3.18169,5.2,9.73,-0.815339593,-0.927378405,-1.133152735,-0.327107506,0.305495076,-0.741130261,-0.190391115,1.231745133,0.913130948,1.498813908,2.964812203,4.83575697,1.695281216,-2.136393022,0.854598525,1.515688839,-0.364102248,1.647170011,0.058643496,-0.607742141,-0.99734163,-1.747559615,-0.238261932,-0.501008375,1.020613681,-0.131420182,-1.043543482,-1.306338426,-0.275942935,-0.47890477,-0.705453439,1.572130189,0.785778609,1.089974741,0.243265457,0.691573006,0.318447014,-1.076200851,3.252920005,3.782815241,1.147585628,0.307351232,-0.619075057,-0.203803384,-0.953112864,-0.956755446,-0.388948755,0.055305482,-0.060508342,-0.315310873,1.149365114,0.420867032,0.16705524,-0.271335837,-0.539193832,-0.134913507,-0.686591105,-1.07355897,-0.395319687,0.201776433,-0.079632329,-1.010599165,-0.712423793,3.571862092,3.575132878,0.619517161,0.266124772,-0.64021476,-0.119350979,-0.014707572
7/1/1989,3.02106,4.7,9.08,0.267164755,0.436267333,-1.252573471,-0.15985438,-0.37244358,-0.757798191,-0.415428225,1.422936672,2.546315975,0.142263868,1.248249311,4.57520671,0.028731982,0.379445584,1.141557086,1.510254945,0.847620232,1.060734278,-0.540324554,0.00451335,-0.74007278,1.381736745,0.175578126,0.184300361,0.544822465,-0.497520344,-0.217943594,0,-0.537942821,-0.512755895,-1.060230127,-0.216131871,-0.116561812,0.893108409,-0.63508204,0.836667799,0.312259602,-0.965031719,1.573458891,3.377396322,0.132614751,-0.379989825,0.378156139,1.443607303,0.706854038,0,-0.298398365,-0.131711356,0.120734571,-0.722016201,0.728664486,-0.390706368,-0.384111454,-0.638114404,-0.848341973,-0.195834836,-0.481572921,-0.583736192,-0.13506756,-1.858797954,0.277604282,-0.812449869,-0.928471177,1.524752713,2.885378587,-0.255379556,-0.231491916,-0.40015107,6.40E-17,1.185201901
10/1/1989,0.84601,4.6,8.61,-0.119944002,0.120189102,0.461172665,-0.599406443,-0.129511574,-0.56608214,-0.65500303,0.162699819,2.586035946,-0.52170121,0.840713064,4.55938026,1.062771774,0.116172566,1.682915357,1.968089523,1.002062086,1.179373033,0.757658754,-0.162426325,-0.172213802,0.27648659,0.20265773,-0.101501255,1.021997158,-0.421281512,-0.879558077,-0.436709525,0.332771948,0.079689261,-0.222868701,0.941157201,0.424598615,0.551337782,-0.089909013,0.347374445,0.326147652,-0.169353823,2.04577815,4.249357547,-0.503086684,0.047640559,0.591648134,0.332138222,-0.456810432,1.063061607,0.101206054,-0.286309775,-0.188784944,-0.301601704,1.138366404,0.625960629,-0.285037691,-0.235754389,-0.282752392,1.202497829,1.790015141,0.442000631,0.544810325,0.531701725,-0.026520921,0.857405301,0.436929327,2.096407416,3.641662709,0.051303861,0.209419325,1.123842185,-0.227000881,-0.7331159
1/1/1990,4.4522,5.2,8.25,-0.086327814,-0.503348075,0.582516678,0.890099495,-0.393489612,0.133038741,-0.434727303,-0.402810017,1.903489281,-0.283494333,-1.308506687,4.697277217,2.244818365,-0.935222725,2.027207955,2.56694959,1.045934644,0.860185487,0.692138054,0.986422706,0.394526221,0.194517447,1.29138123,0.792090861,1.457533958,-0.21766039,2.508369332,9.32E-14,0.561183731,0.720833811,0.014056142,1.440740541,0.945960883,0.488311096,-0.067678086,-0.235757681,0.282009214,-0.823354306,3.464141371,4.4665713,-0.324301828,0.297634047,0.386589198,0.161028603,-0.539169686,-1.226984083,-0.201238704,-0.183261876,-0.530266869,-1.174418757,0.709416745,0.178904343,-0.258481179,0.261800766,0.729586303,0.738043481,0.710704088,1.88089338,0.395319687,0.856163429,0.611258307,0.321910614,0.542763002,3.827985688,4.515139434,0.512581084,0.36795766,0.542990597,-0.565700609,-1.246247132
4/1/1990,1.55755,4.6,8.24,-0.057867171,-0.296391287,0.27009514,0.432610703,0.042164768,0.335037006,1.012784251,0.616759598,1.100912981,0.154395636,-0.339512527,4.773439902,-0.083337408,-0.296100854,1.869772403,1.96789624,0.746176695,0.211425945,-3.486117097,-2.013036745,-1.074434127,-1.308647168,-0.749088341,-0.682199803,0.743758981,-0.286628786,-0.413909683,-1.311396851,0.631855557,0.554363135,0.123136006,0.710396932,-0.145627273,-0.059366846,-0.429805427,0.212442562,-0.098962991,1.769619693,1.990918699,4.586920894,0.26407275,-0.229497351,0.848902053,0.539671519,-0.799418257,0.85725288,0.967096557,-0.495454606,0.099235126,-0.781422597,0.439948369,-1.121764918,-0.011081873,0.125078413,0.341604239,-0.744154839,-0.801362677,0.200979045,0.385907313,0.705049697,1.706191449,0.222615249,0.261684883,2.412277969,4.435149661,-0.050805031,-0.600852909,0.288243266,-0.681002644,-1.289124871
7/1/1990,0.09812,5.6,8.16,-2.056007026,-2.000874432,-1.221549316,-1.662982874,-0.049769901,0.396482406,-0.127314088,-0.638831966,1.437877711,-1.483339137,-0.124684487,4.797962815,1.473547222,-2.312145277,1.22414455,1.578401108,0.047895509,0.846036204,-0.845561815,-0.660192826,-0.141461718,0.145218874,-0.871253621,-0.952656818,-0.291476228,-0.953732723,0,-1.753621938,0.318087784,0.18559713,-0.141784119,0.075938063,0.917158807,0.996790495,-0.920876101,0.030294277,-0.064518104,-0.019888997,3.475915893,5.22439403,-1.42444327,0.78999124,-0.903365495,-0.547750646,-1.088937301,-2.007455871,-1.639256942,-0.589726669,-0.983618976,-1.814179948,-0.272218053,4.036894048,-0.037195678,-0.368276685,0.042711001,-0.496094986,-0.113699483,-0.734450989,1.507730899,-1.171305327,0.96664812,-1.262457583,-1.041840479,3.369022636,3.988580807,0.593249747,1.070315055,-1.05196203,-0.463081798,-0.476068048
10/1/1990,-3.36639,6.3,7.74,-2.803072135,-2.458380512,-1.369988694,-2.878011155,-0.104578597,0.500141177,-0.814645805,-0.861405802,0.983308462,-1.443986652,1.64247884,4.822581737,2.383011983,-1.873240932,0.174921986,0.561678764,-0.988597397,0.287130117,-1.888295227,-1.062226138,-0.940389268,-1.337722377,-1.821494305,-2.045242117,-0.797024206,-1.178321071,-1.052462657,-0.440114668,-1.278810863,-1.179176903,-1.688161513,1.675381174,0.657430596,2.579280003,-1.171754665,-0.069143492,0.104274184,-2.267604478,3.416897555,4.03247947,-1.427563316,-0.048425265,-0.083618684,0.375912209,-1.299699359,-2.319731081,-2.1296734,-2.321101164,-1.984557662,-2.57046907,-1.237354787,1.512004852,-0.310431205,-0.464229372,-0.399109308,-1.993684107,-2.09825224,-1.453930218,1.724266719,0.836705169,1.126524497,-1.078114725,-1.169507712,3.52127015,3.326046859,1.577022183,1.299204137,-0.838649767,-0.68856934,-1.29020908
1/1/1991,-1.86148,5.3,6.43,2.392010903,3.309846466,-0.756352615,0.506677553,-1.187659389,1.202427803,-0.545709421,1.804351152,1.606930776,0.266056236,0.053531587,4.661042799,-0.213925875,-0.436724621,0.09469018,0.266589155,0.266082945,-0.424686151,-0.966573362,-1.46682741,-1.356703065,0.266684854,-2.205626137,-1.897837193,-0.927874685,-1.528474399,-0.439779039,-1.321632144,-1.553844662,-1.562372395,-1.910652587,-0.247259852,-1.615372028,1.428345909,-1.1798959,-0.154780092,-0.182935902,-1.382412483,1.504410414,5.089432619,0.41862965,-0.081379276,7.321692441,2.620902348,0.716278758,3.031188508,0.971011928,-1.596017572,2.339684842,-1.501153937,-0.60217933,-2.339803479,-0.955777286,-0.821176789,-0.510823348,0.122603722,-0.783912408,-1.989175834,1.558471842,1.697146655,1.430741542,-0.184541264,-0.694407437,1.330082151,3.408462784,-0.734796633,-1.616044295,-0.249951962,0.61438282,-0.31574737
4/1/1991,3.14386,4.8,5.86,1.218771657,1.189414201,2.422896035,0.957643358,0.043328832,1.744893385,-0.37851316,1.11212476,1.500751813,1.846306912,-0.868803765,4.629396637,-0.375189249,0.404466207,0.931283021,1.48487062,0.860973804,-0.011448535,1.87461266,2.708472443,-0.812180291,1.795871736,-0.375801182,-0.622879686,-0.944503326,-1.018112091,-0.447775021,-0.44183723,0.489370719,0.372981046,0.188456763,1.376225651,0.009266599,-0.365969301,-1.107262603,-0.462143945,-0.082892388,1.695304933,1.194597871,3.177281995,1.726839616,-0.432804592,0.769592151,0.738705176,3.236199208,0.147193146,0.172418923,-1.023593011,2.691923314,0.233055862,0.511439979,-0.644847541,-0.531960601,-0.208546609,0.161602488,4.472286695,4.181263799,2.277628472,0.758274019,1.966089583,0.364250787,2.755885919,2.31776801,1.428523523,3.022678932,-0.876634116,-0.868712857,3.274568844,1.391040285,1.524233515
7/1/1991,1.93207,3.9,5.65,0.372877704,0.211797234,2.387641035,0.582470345,-0.161065602,1.756996032,-0.655427829,0.289576714,0.497298446,-0.108545139,0.545349138,4.519593481,-0.107608885,0.337028302,0.921665477,1.257452708,0.452414423,-0.499707607,0.103739344,0.559997685,0.460744421,-0.856690829,0.438624919,0.33503393,-0.016044476,-0.341057244,2.280335756,0.884539959,1.106717452,1.244210615,0.84510162,0.146859925,0.523401563,-1.296590185,-0.524410644,-0.581604815,-0.321786171,1.638235136,1.533916636,3.811712955,-0.082966484,-0.865331462,0.378921737,0.199727516,-0.491349758,0,0.341445998,-1.069478286,-0.221606413,1.535426858,1.564566387,0.355004257,-0.203191506,-0.390131794,-0.259873039,-0.127016336,1.935820086,3.985209609,0.090548085,-1.200336529,1.757325323,1.467668461,2.433363767,1.818107326,3.597057906,-0.134371538,-0.177655106,0.492157221,-0.028548129,-0.154787413
10/1/1991,1.75548,3,4.82,-2.064389749,-1.674804657,-0.897452487,-2.307516137,-0.641075598,1.946840007,-0.104620361,0.060158031,0.408475058,-1.397759152,1.807060673,4.331456473,0.727158388,-0.376225496,1.005143016,1.949655308,1.065121862,-0.410834716,0.746907128,0.532578761,-1.310126726,-0.501922477,0.249252742,-0.123297139,0.030085616,-0.379149477,0.208708696,0.441405327,0.175853181,0.28848777,-0.081099964,1.433759555,0.808587612,0.572749503,-0.45118724,-0.136139155,-0.217144658,0.168066301,1.669633689,3.278959389,-1.24854448,-0.546740653,-0.017655646,-0.032376981,-0.294522516,-0.51236084,-1.897532152,-2.812327242,-1.533157587,-0.185073773,0.010998709,0.200362193,-0.864485027,-1.204733901,-0.855988763,-0.999211901,-0.851775235,0.286422032,0.450225199,1.471348886,0.622780175,-0.854569966,-0.885932169,1.926265905,3.118047523,0.117850609,0.147979632,-0.644931164,-0.035126592,1.22449223
1/1/1992,4.80971,2.9,4.02,-0.242510687,-0.163755089,0.549764736,-0.347931326,-0.963589144,2.507979867,-0.319363861,1.008310633,1.129709458,0.338009143,-0.616360202,4.323036249,0.02673344,-0.215125622,2.122170211,2.831220584,2.674706331,0.108027074,1.31946297,1.808080084,1.106122169,1.935922753,1.454338507,0.787662118,0.046124887,-0.88114838,-0.206954842,-0.440974267,-0.101637667,0.160629733,-0.459607911,-0.164691596,0.330194126,0.041028945,-0.890439004,-0.627737647,0.075632436,-0.568627257,1.363678378,3.086208725,0.158510908,-0.990391569,-0.241476537,-0.129555947,1.848196337,-0.298486379,-0.187980197,-0.515859134,-0.274515809,0.306171427,0.970636089,-0.823445141,-0.932191552,-0.718181097,-0.060052151,0.726456121,-0.272440173,-0.603473172,1.051336681,2.306180534,-0.920578195,0.620154331,0.352523573,1.651854338,3.013854788,-0.168013521,-0.356021544,-0.168955648,0.123186935,1.795158138
