date,ser01,ser02,ser03,ser04,ser05,ser06,ser07,ser08,ser09,ser10,ser11,ser12,ser13,ser14,ser15,ser16,ser17,ser18,ser19,ser20,ser21,ser22,ser23,ser24,ser25,ser26,ser27,ser28,ser29,ser30,ser31,ser32,ser33,ser34,ser35,ser36,ser37,ser38,ser39,ser40,ser41,ser42,ser43,ser44,ser45,ser46,ser47,ser48,ser49,ser50,ser51,ser52,ser53,ser54,ser55,ser56,ser57,ser58,ser59,ser60,ser61,ser62,ser63,ser64,ser65,ser66,ser67,ser68,ser69,ser70,yt
1977-07-01,-1.342998913,2.172327562,-1.115554955,-0.221159593,-1.010182196,0.909075373,0.426652681,-0.323003192,-0.191776205,-0.518686834,0.428345716,0.045617102,-1.110743465,-0.809894118,0.963132509,-0.126423832,0.092696942,0.921859006,-0.677056856,0.839461251,-0.529967048,-0.16957894,-0.498575828,-0.475555222,0.569995135,0.162810633,2.465469492,-1.113471664,0.444725883,0.444500387,0.012853222,0.48292105,0.280600327,-0.530897451,-0.008506878,-0.480804357,-1.658653431,1.234223586,0.040844992,-0.519821487,-0.619571769,0.655055117,-1.011253199,0.548009144,-0.35757752,0.936562195,-0.647016776,1.209121114,0.027972508,-0.544705128,-0.467440921,-0.413702188,0.230521747,-0.046352831,-0.882555764,2.005534487,0.5519792,2.37971571,0.360954825,-0.396001261,0.121166251,0.577390355,1.237104287,-0.580602802,0.112889307,-0.255472338,1.044595661,-0.942124026,-1.014696087,-0.242896645,0.81004264
1977-10-01,0.638488883,0.085818054,0.303619014,0.206737197,0.327375493,0.499324437,0.040574096,0.160342662,1.217131223,0.94658527,0.016048786,-0.859810911,-0.91991116,0.291876988,1.979642668,2.290875058,-0.771202774,1.92198437,0.897461154,1.275533451,-1.191933366,0.515052711,0.151196856,0.289580012,0.773395338,0.701239408,-0.046590502,0.517796449,2.102420603,0.332965051,-0.052632771,0.203674198,1.113808421,-0.189143601,0.177430915,1.00363168,1.750936803,1.130528012,1.372200351,0.670531779,-0.389767609,-0.039128793,1.14982475,-1.10211938,0.92978216,1.955085601,0.866730494,2.048984329,-0.017930651,0.558797994,-0.190314352,0.307054405,1.370315909,0.230767693,-0.086197575,-0.709590848,-0.881865788,-2.65529731,-0.321833598,-1.693142858,1.120648161,-0.257459961,0.803276078,0.072454472,-0.706931305,0.132083163,0.850828244,-0.308167406,0.362957532,0.043159435,3.770757819
1978-01-01,-0.112502721,-0.189962478,-1.147116571,0.394357493,-0.164004837,1.223237139,0.007963478,-0.643647409,1.145815765,-1.186370554,-0.536635229,-1.409485814,0.315948814,1.423715731,0.042238686,-0.234520993,0.397903883,0.198484634,0.53495243,-0.652682965,1.008413384,0.283964029,-0.046585592,0.015401685,0.377695082,0.037673093,-0.371770549,-0.395133863,0.666662253,-0.901828962,0.299331298,0.840431956,-0.540200344,-1.271385105,-0.119304814,0.066344357,1.254835793,0.015542858,-0.637715635,0.306361235,0.60925166,1.491981302,-0.295772708,0.618420296,-0.511615235,0.901175083,-2.014505813,-0.558131329,-0.609806268,0.286414718,-0.41507367,-0.062709404,0.348863914,0.363691794,-0.96736511,0.772417558,0.718245892,0.463673546,0.613543434,0.435643494,-0.153012613,-1.727052294,-1.291560724,1.442617498,0.179188247,-1.913249151,-1.117792252,1.580395819,-0.159981439,-1.634197472,3.973807563
1978-04-01,1.588165097,-0.095501766,-0.272218131,-0.973000115,1.699039447,0.527122861,0.821205412,0.054079015,0.620756089,-0.88847232,-1.63544278,-0.541547008,-0.021326791,0.554978787,-1.006625762,0.209511725,0.668029499,-0.734760846,0.629481887,0.63302722,-0.051491801,-0.964575412,1.140953609,-0.239653251,-0.135350492,0.627992404,-1.06941967,0.645654708,0.321410704,0.513012912,-0.138863927,2.155142342,-0.323893083,-0.175036406,-0.316062634,0.571186572,0.325778142,0.626554743,1.677771872,-1.79866181,0.294471466,-0.348109323,-0.81528316,0.065839227,-0.643295543,-1.154584968,1.99481781,-0.587348653,-0.114202275,0.135916796,1.038494503,0.206478092,0.113870602,-0.010390668,-0.647893042,1.103315698,-1.638509611,0.366014345,-1.487657948,-1.324654516,-0.367504825,-1.153830031,-0.401904385,1.505495501,-0.359769037,-1.106971586,0.666051475,-0.662731778,0.755153521,1.389980114,3.891494858
1978-07-01,1.919482716,0.104800982,0.046214124,-0.059646615,-0.146229761,2.082134804,0.967519459,0.014702815,-1.978728066,1.162092642,-0.153280598,2.191390126,1.596677477,-0.228179245,-0.108859851,0.499888226,2.030027347,-0.604258483,-1.021533826,0.005684178,0.587407558,-0.766928672,-0.183657989,1.635795751,0.325442962,0.790097283,0.86315595,1.079008907,0.253445422,0.738640227,0.34035868,1.092390585,-1.143710866,-0.321068736,0.564712678,-0.030464212,-0.258589309,-1.025734517,-1.495974474,0.607099388,-0.561561137,-0.278031657,1.081518882,-1.229575862,1.867301596,-1.090028325,0.754156678,-0.195922331,-0.252548045,0.213965413,0.037772857,0.723289387,0.608677283,0.698000184,1.26571232,0.167569671,-0.931756999,-0.671032782,-0.457868498,0.954724933,-0.002289022,1.490917401,0.146852446,-0.810902637,1.398841378,0.741199535,0.576773451,-2.988681694,0.39021689,0.834557766,4.066072946
1978-10-01,0.417272983,-0.808220049,-1.131047693,-1.973036547,0.438532273,0.198352827,-1.710967705,0.231965198,1.00874172,0.24325186,-0.647565975,0.02763282,-1.247146457,-1.220579281,-1.300129956,0.293118081,0.098036107,0.599746493,-0.556290148,-0.844003905,-0.200031512,1.181576243,0.982990074,-0.289109147,0.47502218,-0.263559735,-0.109909558,-0.544450707,-0.025038003,-0.810116983,-0.210161248,-0.919657717,-0.609429744,0.042824967,-0.174075971,-0.76096576,0.000445108,-1.549168505,2.287433223,0.039423006,-1.570611572,-1.812249476,-0.282853716,0.502852257,-0.063946887,0.4029759,-0.653084236,-0.044889074,-1.361358998,-0.3263293,-0.269515125,-1.646158218,-0.233829854,-1.81903804,0.348267626,-1.88418315,-0.548693135,-0.64885758,1.509320043,0.262276194,-0.217412929,-0.764043563,0.836969916,-0.244913931,1.166693964,-1.022948509,0.361490332,-0.597382614,0.170883851,-1.019498808,1.775490793
1979-01-01,-0.970249635,1.385516371,-0.12885138,-1.289361692,-0.24084179,1.322122518,-1.247820821,-0.769054064,1.284789802,-0.994929438,0.659400105,-0.830231908,-0.887852608,0.475059883,-2.422324497,-1.191756806,0.574923178,1.011705336,-0.16391873,0.41427203,-0.885227529,0.26572222,-0.458061235,0.182527174,-0.346861783,-0.964100693,0.152316938,-0.320952959,-1.231288845,-1.148026302,-1.0725569,-0.705886674,-1.656612514,1.206321018,-0.08054424,-0.916830998,-0.175791558,-2.517740727,0.401134781,0.014441525,1.282542272,1.067878916,-0.683202657,0.208645207,0.365133078,-0.763321022,-0.947650886,-0.894236781,-1.132185584,-1.064594317,-0.675172663,-1.217780133,-0.722398195,-0.300012621,0.066876293,1.323758337,-0.11146045,-0.596284132,0.97242168,0.929440247,1.095756363,-2.271818017,0.843232546,-0.249853941,1.045153837,-0.656376239,0.927013199,1.018795808,-1.261409914,0.527414385,-0.002131041
1979-04-01,-0.668536324,0.747468979,-0.10637994,-0.337233447,-0.506715932,0.33620771,-1.952005683,-2.83651755,0.615810066,0.810395629,0.884126972,1.610169653,0.0065192,0.659728104,-0.629800652,-0.596761975,-0.146244053,0.66722448,-0.044895086,-0.602076026,-0.719163219,-0.532866939,-1.16410469,-1.10076457,0.732244064,-0.690534959,0.010590517,-0.892683227,-0.292600805,-0.04067795,-0.100513764,0.502391441,-0.118819181,0.831297082,-1.694805599,-0.469017997,2.336146061,-0.540187082,-1.391516628,-0.335813575,-0.795179265,1.10346669,2.859206577,-0.665321592,1.22107825,-0.931769596,-1.83471831,-0.852113064,-1.111430301,-0.790866664,0.645073383,-0.508155273,-0.816638533,-0.676077227,0.356834272,-0.386265084,-1.793826904,-0.326488401,0.267046862,-0.283852922,0.948174169,0.311868456,-1.179115959,0.903651385,1.690329896,0.250559811,-0.267884608,0.071688533,0.897677341,-0.670216251,1.92155742
1979-07-01,-0.185810998,-0.748864136,-1.13334031,0.690991149,1.297735841,1.373212434,-0.791823734,-0.567649038,-1.100173002,-0.883906068,0.551833537,0.342525904,-0.840103453,0.085401537,-1.32273199,-1.197929041,0.196108531,-0.449461679,1.184790564,0.866881794,0.13568825,-0.437533548,0.152407974,-0.090526478,0.326336474,-0.394589312,0.605788839,0.439104454,-0.502347746,-1.044232009,-0.897949469,1.27644801,0.584175014,0.039231121,-0.192259819,0.601659121,2.299553622,0.560374101,-0.79916272,-0.129990349,-1.197976216,1.511658274,0.046410859,-0.10119648,0.187074429,1.072343184,-0.744920682,-0.820784408,-0.248904049,-0.741259139,0.270725642,-1.125736301,0.516751165,0.604740266,-1.330259107,1.743177665,-0.59921786,0.069612474,-0.211186053,-0.395118738,-0.472845939,0.336054416,-0.899293341,-0.771462866,-0.298309449,0.432292173,1.912935309,-0.42035473,0.259207181,-0.569903098,2.741747832
1979-10-01,0.064519192,1.478381699,-0.388200753,-1.917772763,-0.092903892,-0.235694973,-0.62624435,-1.213760377,1.265031306,1.111120882,0.350863147,-0.649254346,-0.339155119,0.064598885,0.587597138,-0.192425508,-0.968889856,-0.406526807,0.271729268,-0.598252783,1.229297359,-0.528804742,0.386858956,0.265762423,-0.743663119,-0.31553768,-0.395033413,-1.46080573,0.969772766,-0.526373848,-1.141144601,0.048117138,1.000028636,0.008083816,-0.488830161,-0.188311948,0.47985373,0.687308354,-0.467133551,-0.417812007,-2.218986909,-0.500307811,-0.482333091,1.244761182,1.355989861,-0.931537409,-0.186113006,-0.926792426,1.063370093,-0.473729629,0.574640205,-0.71398652,-0.48664176,-0.811533121,-1.691203042,2.598945901,-0.983164224,0.791304266,-0.208298059,0.929677489,-0.024542502,-0.423595632,-0.142912475,-3.393132951,0.191868789,-0.202779465,-1.218998294,-0.852173686,0.334230313,-1.424762107,1.166124716
1980-01-01,0.498634411,-1.296004429,-0.647745002,-0.230888689,-0.464288792,-0.61491569,-0.725269207,0.477611218,0.98621548,1.522772915,-0.541549418,-0.478105842,-0.176680318,-1.134220451,1.282936282,-0.60065545,1.865438872,-0.983683028,-2.142376161,-0.887038348,1.107242332,-0.207742242,1.992175519,-1.190059314,-1.550826972,-0.593982788,-1.222623414,2.212099673,-0.474254508,0.353631272,-0.524568657,0.086029108,-1.059171143,0.151958077,-0.888075668,2.065377692,2.095378531,-0.231650133,-0.002311272,-1.034259215,1.042300342,-1.392160039,0.410474238,-0.540788786,1.254362541,0.835320517,-1.030423011,0.547067676,-2.838811493,0.252614309,-0.150855223,-0.029941767,0.151090672,-0.57135484,0.289895311,-0.213923789,-0.341047987,-0.64497427,0.933683787,-0.826565683,0.187483775,0.360253659,0.255905963,-0.71810718,0.648879432,-0.011257853,-0.184503326,-0.027006357,-2.713277478,0.112700051,1.36424322
1980-04-01,-0.729649754,0.051129726,-1.052923249,-1.793309346,-1.288176189,0.566278203,-0.46083467,-0.415177975,0.837280795,1.399983749,-0.189079297,-0.500843315,-2.400205662,0.671823488,-0.076833786,-1.773169363,-1.811349665,-0.888352856,-1.309970288,-1.292082052,-0.462776657,-1.606292942,-1.861547119,-0.946773719,-1.529091253,-1.368894734,-0.273112604,-0.365883144,-1.454829918,-2.08920121,-0.774635764,-1.835630165,-1.976943538,0.876235416,-0.857444214,-0.018819909,0.818690998,-2.274442104,1.36654825,0.029878752,0.122883223,0.672241698,-0.479434835,0.113739804,-1.569017857,-0.848846179,-0.160248655,0.401178511,0.152659781,-0.088490746,-1.199078273,-0.361510502,-1.952496449,-1.093758822,-1.323912674,-0.482889642,-0.538844766,-0.181828547,0.99379834,0.276271186,0.773872447,-0.241455703,-2.197375267,-2.080515487,-1.105220265,-0.498596044,-1.245092106,-0.159056743,-1.190309426,-0.558217426,0.345307657
1980-07-01,-1.299318848,0.19724013,-1.613870024,-1.450856916,-0.612538778,-0.298322789,0.421224368,-1.213515619,1.304374557,-2.336277591,1.300988025,-2.990243208,1.013091024,-1.550496607,-0.051739961,-1.826187514,-2.452805986,-1.425529371,-2.188759689,0.163648298,-0.432926517,-1.171284554,-2.052051687,-1.575398679,-1.304560547,-2.654890593,-0.079387247,-0.971203346,-1.872051784,-0.951561665,-2.056932308,-1.502172554,-1.276096338,1.865896739,-2.017420804,-0.745038108,-0.41948568,-1.58958674,0.914108981,1.118724404,-0.810036441,0.484242188,1.147337835,-0.853757514,-2.463093824,0.189621078,-0.55313279,-0.864808147,0.206155274,-1.566241707,-1.98167962,-0.241950346,-1.692946446,-2.36874922,-2.314210804,-2.056036385,0.933439772,1.445243945,1.859228423,0.201426497,0.684641168,-1.143152625,-1.28142252,-0.038131361,1.123854074,-0.431418112,0.142106749,-2.373499552,0.948610018,-1.595612725,1.849119956
1980-10-01,-1.392916788,-0.194816016,-1.446921469,-1.096618524,-1.790856561,-1.453641041,0.550642568,-0.94821894,-0.152730143,0.590528776,0.619292826,-0.214656684,-1.177438676,0.163881576,-0.352221164,-0.530295208,-0.374030543,-0.8394338,-0.442884664,-1.83885018,0.606325249,-1.880735367,-1.665233429,-2.450797286,-1.946910125,-1.702187758,-0.723731794,-2.831172,-0.218845108,-1.666662063,-0.891605162,0.9439932,-2.671831246,1.477030265,-1.587806224,-0.554415219,0.141722971,-0.877683714,-0.061020163,0.532913496,0.253437432,-1.231710397,-2.057436204,-1.959145527,0.197542191,0.82842422,-2.345484496,-1.473319065,-0.334317432,-0.850404233,-1.150503509,-0.174193285,-1.935699516,-0.30115965,-1.15054237,-0.901139885,-0.211434992,-1.607716484,0.693111593,1.345958643,-0.523924537,-0.781788483,0.432689342,-1.610005337,-1.791586757,-1.430988855,-1.199239527,0.31126208,-0.720194502,0.460000911,4.191482585
1981-01-01,1.576151656,1.280934338,-1.153097331,1.872574185,0.422099011,-0.647250431,0.927147073,-0.661622864,1.457194136,0.289992074,0.265439395,0.365185562,1.375501873,0.556594116,-0.987750377,-0.533173138,-0.48484398,0.507095808,0.338928679,-1.681132622,-0.13654613,1.805875726,-0.403820753,0.566779424,0.166601643,0.550671806,0.105682082,-0.461070755,0.392355957,1.13516411,0.364409685,1.876041087,-0.307540356,-0.158522988,-0.349997212,0.407016586,-1.516671772,0.30189419,-1.004891415,0.024707825,-0.917050316,-0.591186252,0.291687949,-0.006371082,1.821391437,0.940987035,1.426715384,-0.206099068,1.143964727,-0.132997085,-0.246654659,1.256058746,0.615949417,0.420269428,-1.30986364,0.616227807,0.167531406,0.005906328,0.494670261,-1.694019548,0.740746867,-0.718102601,1.724475727,0.806968693,-0.971738566,-0.684789857,-0.61536338,-0.396875021,-0.702397759,0.49804974,3.733163066
1981-04-01,1.591338171,0.397390917,0.33096949,-0.196500279,1.919828123,0.482060882,-0.240576032,-1.966793015,-0.099275908,-0.416702663,0.333427702,0.487376214,0.929767571,0.184248981,-0.123522647,0.035459039,-0.194170219,0.709901914,0.770412253,-0.080022555,0.411632556,2.003877555,0.402979669,-0.279592517,-0.020646053,-0.175854133,-0.25092873,0.433376804,-0.860614273,0.397972649,-0.473401933,1.318575092,-0.821358744,0.130850504,0.370119619,1.761747923,0.750488101,-0.912077116,0.548611803,-0.475016236,-0.075314013,0.190083786,-0.902620249,0.040098855,0.553007476,0.200751205,-2.035723099,-0.577109078,0.651533367,-0.46704795,0.004537636,-1.786244694,-0.053412293,0.304057166,1.502635444,1.132984637,-0.713177653,-0.496112437,-0.205885884,1.00835962,2.001016938,-0.775153127,0.750998026,-0.889356349,0.293426693,-0.526216848,1.467441041,0.478873925,1.102554047,-1.822607668,3.194490602
1981-07-01,-0.058511989,-0.376391033,-1.163386798,-1.357898624,-0.146994833,0.441120818,-0.43431941,-1.117307404,0.288079572,0.947997174,0.007626129,0.523990399,-0.821852127,-0.845494359,-0.447639526,-0.800630874,0.680426599,-1.457442393,-0.734231465,-1.331394294,-0.4088048,-0.750795003,-0.600700001,-0.756802463,-0.102660235,-0.640736225,1.38389295,-0.302373349,-0.789319108,-0.490753405,-2.107032732,0.133809675,-0.57262881,1.957982721,-1.608235232,1.522302105,1.644275284,-2.246375816,0.180369252,-1.760927669,0.584292693,-1.000796432,0.293552551,-0.183290976,-0.208894725,-0.544995072,0.463322639,-0.919256742,-1.459663605,0.400714125,-0.282185753,-0.711798687,-1.386895168,-1.572162822,-2.284598574,0.334435414,0.929292927,0.027900581,0.644714945,-0.446689266,1.248955613,-1.424059048,-2.769554359,0.719278141,-1.367233897,1.098494484,-1.197069655,-1.007138456,0.25442309,0.523990512,2.567962194
1981-10-01,-2.363242868,-0.612645062,-1.003157358,1.332164908,2.653602348,-0.743680174,1.32568861,2.139283898,0.854268656,-1.257525108,0.181587232,-0.325489795,0.805964109,2.136399834,0.497696407,1.997351064,-0.020106908,0.057078328,0.842502815,-0.624939049,-0.612352014,-1.18261114,-0.671880782,1.195809395,1.550156407,0.64219208,0.024426783,0.958448505,1.125283278,0.661500506,0.90462872,0.57464141,-0.182006061,1.064064554,-0.469666753,0.54534752,0.517936927,1.282432239,-0.56641955,-1.230766735,-0.670185022,-1.318955118,2.064180381,1.727260437,-0.261944821,-0.606522247,1.178302353,0.735177914,-0.454373501,0.407707881,0.403017354,-1.146901286,0.091095789,0.200274514,0.336800108,-0.650641545,0.88500936,-2.006713327,0.011557387,0.579853004,-0.576156272,-0.869141753,0.001327015,0.099233686,1.546476731,-0.179608224,-0.559868803,0.774317465,-0.354361625,0.868469668,3.381060548
