date,ser01,ser02,ser03,ser04,ser05,ser06,ser07,ser08,ser09,ser10,ser11,ser12,ser13,ser14,ser15,ser16,ser17,ser18,ser19,ser20,ser21,ser22,ser23,ser24,ser25,ser26,ser27,ser28,ser29,ser30,ser31,ser32,ser33,ser34,ser35,ser36,ser37,ser38,ser39,ser40,ser41,ser42,ser43,ser44,ser45,ser46,ser47,ser48,ser49,ser50,ser51,ser52,ser53,ser54,ser55,ser56,ser57,ser58,ser59,ser60,ser61,ser62,ser63,ser64,ser65,ser66,ser67,ser68,ser69,ser70
1975-11-01,-0.369719402,0.485236152,-1.388713051,1.51851453,-2.123959156,1.045868285,-0.187627706,0.785338059,-0.711217451,0.854964827,0.091540631,-0.302945341,0.85901416,0.194900758,0.919727923,-1.235776767,0.447138555,-1.241037915,-1.044308652,-2.869543205,0.685762181,-1.620661761,0.46298492,0.092095716,-0.04829089,-0.892590081,0.130508765,-0.222214642,-2.073591838,-0.717125486,-2.129423816,-1.076455423,-0.458197941,1.042144004,-1.282896384,-0.991131586,-1.272830113,1.93744693,-2.562245982,0.609013255,-0.385907569,1.482966953,-0.194621707,-0.08666598,-1.108105769,1.056821045,-1.119768018,-0.221353147,2.002347298,-0.845131994,-1.152423799,-0.624575374,0.310360884,-1.524082427,-1.367856569,-1.614948202,0.482380936,1.345979312,1.065605876,-0.800987537,-0.419889587,-2.941912493,-1.557174984,-1.011455717,-0.019112548,-0.08139221,0.095331603,0.007421062,0.073406653,-0.872651537
1975-12-01,-1.297040381,-0.228257118,0.666864093,-0.782036486,-0.738179616,0.441179499,1.821512706,-1.301449372,1.049047264,0.325595293,1.366203187,0.440903085,-0.029650845,0.980438476,0.01755411,-1.705005348,0.062289139,-0.279114284,-0.263488911,0.074143693,-0.632189781,-1.457317179,0.026492455,0.530329121,0.161255312,-1.098168792,0.949601962,0.961308105,0.224515618,0.786709238,-0.691837823,0.109214472,-0.109102141,0.120636226,-1.748345581,-0.930732032,-0.72031351,0.092353205,1.356172989,1.601893362,0.193588012,-0.351141971,-0.236523706,-0.845919999,-0.116002968,0.843593266,-0.792217723,0.71346744,0.33364734,-0.791119571,-1.376386853,0.729202614,-1.6528956,-0.803460221,-1.354558736,0.59242549,0.426454434,0.155701525,0.202612942,-0.02428938,-1.141443153,-0.902886042,1.360729782,-0.786045838,-0.132058086,-0.188981863,-0.156492594,-2.007479951,-0.138272756,0.693486501
1976-01-01,-1.22531859,0.01269636,-0.618041216,-1.224720057,-0.476105304,0.681291176,-0.017013085,-0.759586353,0.220445753,-0.733825816,-0.978569554,-0.157188084,0.237261166,-0.717969588,-0.444010161,-0.996914574,-0.808330473,-0.255837969,-0.046984344,-0.182626073,-1.018750957,0.188417578,-0.652475309,-1.200876233,0.297901318,-0.329908894,-1.258576074,1.382843902,-0.101122201,-1.076517406,-0.69306656,-1.506622451,-0.803263102,-0.642680512,0.89289515,1.034433131,-0.83651675,0.095322851,-1.853898354,0.356741147,-1.208283138,0.750914927,0.325773802,0.394557684,-0.221070429,0.983355426,-1.236089135,1.482144914,-0.188056602,-0.413439564,0.300752083,-2.302917644,-0.381220877,-0.581708547,-0.449833511,1.220280211,0.853860566,-0.846516733,0.637432174,0.711008701,2.290042534,-0.642720473,-0.246309015,-0.711773075,-0.900037113,0.086975533,0.231534283,-0.639591996,0.009166853,1.005122899
1976-02-01,0.886639572,-0.755374488,-0.555763445,-0.552109002,-0.329986645,-1.681160501,1.872852983,1.430260904,-0.373459044,0.974435558,1.673885622,0.961687962,1.387667881,-0.786499457,-0.89441395,-0.675012771,0.607516087,0.713609669,0.078117904,-1.425715595,0.986537489,-0.554074134,1.462284025,0.712227398,0.450603772,-0.76971012,0.865761262,1.855620344,-0.385155852,-0.318425802,-0.445911489,1.948509687,-1.417336283,0.800252195,1.256851123,-1.883506016,-1.47687291,0.057911308,0.812601307,1.048164515,0.328598491,-1.210256072,0.317352969,-0.279702934,-1.544623981,0.463432588,-0.472932726,-1.125218759,0.908196964,-0.434122427,0.05586008,-0.69018474,-1.796191234,-1.213090291,0.624456573,0.677917665,1.149927013,0.361497246,0.651010301,-0.181031045,-1.183221002,-0.692924009,-1.017245023,-0.175911976,-0.468543982,0.084514639,0.544698826,-1.802268146,-1.62285304,-0.848628772
1976-03-01,1.604267878,-1.36305639,1.652587811,0.873905227,2.826393388,0.0120017,0.841217306,-0.129073895,-0.858706567,0.423481053,-0.552176354,-0.340154568,-0.399320921,0.477059255,-1.810729991,-0.245369621,0.963072589,1.399574021,1.336958771,0.961362338,-0.298232012,-1.178685177,-0.089643448,-1.110096805,0.661131199,-0.083213938,-0.097636773,-0.117067149,0.544143695,0.568170314,-0.453125592,-0.450257013,0.496840175,1.695472025,0.684986733,-2.757774463,-0.742989048,2.173652074,-1.002522987,1.385270746,-0.815164413,1.179267961,-0.936194195,0.35408604,1.362372603,1.178261697,0.126400305,0.532365051,2.207352445,0.328128194,0.167527829,-1.102899654,0.204398177,-0.132165833,-0.831075943,-0.799625629,-0.198408738,1.699253753,-0.354033534,0.186507034,1.109394127,2.415870765,-2.788106201,-0.194425588,0.65239408,0.549978103,0.183649818,0.418042844,1.039222313,-1.240741522
1976-04-01,-1.032926718,0.072139183,-0.079928431,-0.053541553,-1.035099453,0.751922159,0.607764746,-0.197476891,-0.041143545,1.975103913,1.151093729,-0.742510921,-0.762942227,-0.988930272,-0.008470051,-0.038166414,-0.694507729,0.352189457,0.18876623,-1.034176805,-0.628888,-1.042158218,-0.664188306,-0.289435346,-0.461894926,-0.392093449,0.523196232,0.470013876,-0.052566901,-0.424151634,-1.444893565,0.193056893,-0.255080549,0.827527321,0.157423372,1.010475187,-1.480364003,0.266916893,-1.889291478,0.764111165,-1.170021677,1.863812603,-0.80063566,0.227320884,0.628586548,-0.462321057,0.78543995,0.332196064,1.455676752,-0.563864437,-1.06966351,-0.762198411,-0.3785851,-1.815194627,-0.904442077,0.447892313,0.608907912,-0.627124089,0.333499165,-1.042458466,1.163677622,-0.210836271,-1.089089678,-0.684070175,-1.32646615,-1.993477623,-0.001216291,-0.253316386,-1.031375856,-0.268800378
1976-05-01,-0.453439069,1.225543779,-0.507506018,-1.049384335,1.503020515,-2.038979487,0.127997459,-0.40616573,-0.050261995,0.998795015,-1.390751594,-2.925427611,1.682557984,1.262711825,0.731169427,-1.122559844,-0.616656344,0.603363725,-0.253831257,1.27316863,1.776034929,-0.092130395,0.589461652,0.342136509,-0.065406224,-0.763986395,1.229045737,-0.010588598,-1.628098996,-0.609590023,-0.212573069,1.683725569,-1.223058245,0.236612044,0.285571947,-0.620172988,-0.738144634,0.792450184,-0.376744922,-0.393763496,-0.468230531,-1.184313313,-2.678606651,0.455283184,-0.548301613,2.0488183,-0.617997668,0.799417067,-0.315623669,0.670233803,-0.593126874,0.81742597,-1.146711469,1.029601665,-0.478800315,-0.117792154,1.766303223,-1.188935753,0.237102885,1.875545504,1.579205981,-0.251394044,-1.712652318,-0.18814508,0.296600929,-0.591383521,0.287992122,-0.859018368,-0.301805111,-0.39768074
1976-06-01,0.559479622,-0.394266359,0.028937624,-0.748619241,2.989314535,-1.237549407,1.366064279,-1.603399522,-0.207810019,-0.650667982,-0.4333166,0.674163757,1.272342518,-0.569762133,0.85897934,-0.186107001,-0.652913019,-0.231768361,-0.959781593,-0.721279541,-0.036625,0.667446597,0.745447384,-1.500938487,0.062567573,0.296024829,0.577158565,0.240990055,0.075918786,-0.430658537,0.841616641,-0.300794894,-1.218720306,0.938702572,-0.208651142,0.529710148,1.995186891,-1.384809383,0.547154211,0.518484002,-1.165570391,-0.137667956,1.042785541,0.920407031,0.115718605,-1.638486682,0.403545078,-0.470585745,1.028675227,-0.72083481,0.488701116,0.811554036,-0.181438852,-0.681184374,-0.099783748,-0.858377764,-2.844780104,0.120268176,-0.893094469,0.778472593,1.593743367,0.76271614,0.430850485,-1.470683943,-0.155384511,1.174169733,0.926218682,-0.384061411,-0.518312827,-0.486859494
1976-07-01,-0.379022319,1.729972963,-0.490923252,2.090134884,0.154079364,0.534257548,-0.103954753,-0.908205143,-0.79378288,0.547505,-0.211295604,1.606786663,-0.889859327,-0.008116877,0.117450002,-0.550542581,-1.165918846,1.026173856,-0.638747014,0.90109719,0.003724177,-0.523456587,1.067249667,-0.143375286,-0.07614616,-0.178479562,-0.665540518,-0.034552276,0.266500681,0.188667626,0.179566293,0.834201214,-1.690706149,-1.424005874,0.109706068,-1.374793329,-0.358415057,-0.230909588,-1.318554897,-0.736323398,1.261906359,0.195643643,-0.102931883,-0.455120315,0.56877744,0.835888016,0.103221994,-0.232260433,-0.200572308,0.52024669,-0.478931615,0.450886723,-0.246984943,-0.548760819,0.815987889,-2.93506448,-1.170900798,-1.226366999,0.999073536,-1.623116567,0.512557662,0.001473763,0.211996861,0.8098094,0.287917951,-0.393385489,0.119950294,0.134546427,-0.304609891,2.223373464
1976-08-01,0.133871028,-0.038756474,0.114798543,0.897951733,-0.685185169,-0.382810657,-0.578643363,1.81177375,0.43622825,-0.148524076,-0.259813261,-0.634317177,0.831541666,-0.687374914,0.482534482,0.718180697,0.805263651,1.311599362,1.028145069,-0.838802471,-0.954063975,-0.957251082,0.237332141,-0.667271679,1.919694966,0.190664838,-0.554624913,0.036630283,1.044011954,0.517777705,0.246615327,0.764191478,1.173184158,-0.505956304,-0.261895374,0.790411749,-0.993911445,2.31042945,-1.382153851,0.823381145,0.081378941,-0.276514926,1.800103821,1.721697783,1.0597449,1.719802661,-1.506633709,0.338238319,-1.827483995,1.433718051,1.753753059,0.554591078,-0.96495928,0.26382211,-0.230924349,-0.589735791,1.145144408,0.510188183,-0.406485465,1.0470232,-0.304030821,-1.287989158,0.25861531,0.502046522,0.683796659,-0.657578263,0.580678979,0.997303368,0.76706134,0.251946283
1976-09-01,-2.804693025,-0.171152192,-0.048109719,0.391521236,-1.390778451,0.253812202,-0.779371095,-0.085776323,-0.706101927,-0.872671827,-2.129868364,0.787883463,0.708806475,-1.082012329,1.187834348,1.531157966,0.750394588,0.860685827,1.189078296,1.263394298,-0.342853416,-0.757826312,0.919289285,0.575288683,1.927241631,0.56395349,-0.179505146,-0.838627905,0.303838476,-0.895443623,-0.639854969,0.440096565,1.158517535,-1.009409172,-1.273229482,2.20145525,0.817768085,-0.404701379,-1.485466688,-1.163931348,0.716280823,-0.858034183,0.172773824,0.858984456,-0.667986012,-0.713631551,0.802793511,0.271642207,-0.185144565,-0.044189382,0.364631195,2.040818548,0.412277077,-0.88080572,1.312876946,1.362570842,-0.351971701,-0.909172562,-0.126638417,-0.278344166,-1.796319938,0.152545814,-1.112121972,-0.369518662,-1.699799664,0.008722814,0.451208305,-1.11188076,-0.128771092,-1.313349884
1976-10-01,-1.518395512,1.542878889,1.007977148,-0.050759665,0.757633448,-0.876038186,0.779770607,0.587006489,-0.884046389,0.715248293,-0.127596809,0.974319239,1.34660294,-0.400962112,-0.174767091,-0.698329299,1.366196778,0.782983728,1.811855631,0.160662931,-1.828841406,-0.115460789,-0.245232025,0.753811018,0.109239107,0.601604683,1.211734143,-0.042247806,-0.061315093,-0.01893697,-0.152118193,0.080739343,0.341536371,-0.692743211,1.136230759,-0.939492098,-0.172377657,-0.260429735,0.475476827,-0.949755938,-1.666882964,0.427341485,0.485544358,1.443726014,0.163064739,-1.712130548,0.057752269,1.540444883,0.430333219,-0.149599961,1.628051919,-1.372838206,0.302405383,0.270876809,0.038369063,-0.080285575,-0.799438885,-0.962321895,0.153399189,-1.390503167,0.029347658,0.10470676,0.422874992,0.954730749,-0.076867969,0.199036738,-1.314334725,0.451195235,0.561744771,0.204763754
1976-11-01,0.632028878,0.233593126,0.212687409,0.318077504,-0.924235551,0.847659534,0.505584923,0.779186301,0.148090984,0.122241412,1.906976016,0.258273366,-0.222020494,-1.039900945,0.918949829,-0.182414931,-0.560272538,0.608368016,-0.479628541,0.039936483,-2.337015978,-0.391615367,0.958522999,0.022313828,0.550879043,-0.028692292,-0.996505891,-0.175406857,-0.289849848,0.6965021,-1.828658104,0.782249687,0.545213718,0.358101378,0.800910456,-0.085301798,-1.353551096,0.57270627,0.732290612,-0.997076918,1.525744649,-0.066667742,0.069791907,-1.007587833,1.458005887,1.466640204,-0.79807652,-1.722867981,-1.223524749,0.600059942,0.025525488,-0.229415846,-0.850466564,0.034409004,1.307109515,0.419949996,0.413026592,-0.338825056,1.582541411,-1.796147287,1.551638961,2.051263017,1.296032272,1.712713895,-0.264484034,-0.339268595,-1.274244057,0.895381341,1.056917496,-0.702467537
1976-12-01,0.863648633,0.782329846,-0.2151442,-0.408947519,1.491353354,-1.449526322,-0.978583983,-1.174738164,0.186730132,1.461791935,0.634720929,-1.647259502,-0.118686576,-0.63412419,0.576532873,0.908736621,-0.545693969,-1.238006123,-0.633895314,-1.679646844,-0.870348908,-0.234337,-0.028679521,-0.137452753,-0.199584654,0.271216558,-0.322662537,-0.541989155,0.356884697,-0.425287799,0.586068944,0.608703041,0.102622664,-1.13251989,-0.391349168,0.38242804,-0.388004673,1.074806876,-0.43948857,-0.199639215,-0.644138273,1.216783291,-1.155608892,0.357055235,-0.285377406,-0.06759444,-0.371753522,-1.534209574,1.000688052,0.703585148,0.490743763,0.382752751,-0.354173435,-0.352414205,-1.531131769,-0.668473882,0.241765597,0.358464255,-0.005012385,-0.544240929,-1.461401457,-0.304986783,-0.725720771,-1.242758761,-0.032647172,-0.385348538,0.051911256,-0.53808123,-1.445168519,-1.922588852
1977-01-01,1.409628313,-0.212427653,-0.867285998,1.182937074,-0.180637335,-0.569777317,0.908194677,0.282486097,1.220057057,-1.058704874,1.353343614,1.173952108,2.920016791,-0.480908245,-0.216632328,-0.86748701,-2.174712002,0.841340015,1.618712017,0.806412426,-0.750525451,0.764015503,-0.751257349,0.116451243,0.632372882,1.07893228,1.234752518,0.296099128,0.466985343,1.397098311,0.182871087,-1.778002281,0.466946787,-0.794917128,0.284784055,-0.80458862,0.716533551,0.74876121,0.578100632,0.395909215,0.475833311,-0.451885067,-0.562980307,1.510170736,0.447666301,-1.176828959,1.187549224,0.178171236,-0.05309787,-0.551879839,-0.574846081,-0.196834707,-0.172506298,1.162031292,0.219531428,0.370408808,2.476315887,0.625004824,-2.483776585,0.366612142,-0.451632598,1.021090062,0.955406843,0.129314165,1.199769445,-0.771359173,0.105497096,1.020381652,0.571959266,0.948089897
1977-02-01,-0.883600978,0.121252071,-0.838972433,0.059303983,-0.227047508,-0.069276043,1.353412525,-0.117555977,-0.038429591,-0.867810115,-0.148127908,1.339689117,1.397403652,-0.583695415,-0.920067883,1.579546262,-0.750638327,-0.400408431,-0.506420371,0.456051731,-0.589602038,-0.523632418,0.428263183,-0.769379165,0.455884981,0.083024708,-0.065317584,-0.678062707,0.295051672,0.358100839,-0.139319681,-0.601710223,-0.019772712,-0.068017154,0.063656987,1.104002841,-0.506161234,-0.166173248,-0.557724536,1.10582009,-0.347755211,0.420974633,1.951910739,-1.560223136,-0.186184485,-0.410464758,1.081867109,-0.38865195,-0.033085009,0.744174552,0.353632058,0.363327452,-0.334020342,-0.523815714,1.174776648,-0.145210416,-0.432430889,-0.497374765,0.865120391,1.047163946,0.385048528,0.586879572,-1.009236042,0.119581816,0.665245331,-2.11999351,-0.068324898,0.273842297,-0.662862052,0.448973007
1977-03-01,-0.254335645,0.859631616,1.491963072,-0.965961252,0.170888476,0.795202812,1.459717023,0.528346612,-0.268165489,0.284530355,-1.011286495,-0.105149835,0.109444961,-0.523642029,-1.125934315,0.505252058,0.036710932,-0.257068756,1.411444512,0.315294665,1.073286618,0.62091954,1.506282335,0.294631758,0.944743076,0.655022043,-0.087123135,1.89850372,1.230748375,1.002443925,1.004518497,2.393082499,1.215125037,-1.195073665,-0.221214992,-0.268949724,1.088914593,-0.355663389,-0.494622253,-1.148914718,1.207182331,-0.360930407,0.590687236,0.770185372,0.013217628,1.30425349,1.39992955,0.001341747,0.860491503,1.23590806,-1.064551579,-2.07048095,-0.977412504,0.496004405,1.215726255,0.575780555,0.662445964,-1.674966085,-0.061608255,1.209232813,0.115715262,0.163910095,0.174424307,1.180225325,-0.75813593,-0.772612255,0.029279945,-1.196145405,0.236062159,-1.12736052
1977-04-01,0.778058958,1.332067985,1.734396116,-1.813845662,0.044876975,0.188818486,-0.20343886,0.791708214,-0.164176432,-0.180030311,-0.566249746,-0.929819563,-0.164520913,-0.114139129,0.365246345,0.681728286,-1.207561698,1.123453799,-2.533652925,0.474606098,-0.567163109,-0.422282503,1.10420967,-0.150878714,1.320866479,0.370838045,1.492283067,0.832059608,1.832390518,0.457368914,-0.051579865,0.725050065,-0.110070079,-1.310027155,0.768313484,0.320956536,1.505814683,1.825762321,-1.970980607,1.049525324,0.415188431,0.772260068,-0.677149945,1.948834011,-1.074610585,-0.260521191,2.79589555,-0.964373568,1.305270815,1.450944248,0.780686172,2.15068909,0.546992844,0.75413477,1.266848798,-0.235716527,-1.448754376,0.634816065,1.241485751,1.161891644,-1.493029088,0.829304352,0.459541986,-0.172251198,0.148476281,-0.712164931,-0.142749776,-0.180111164,0.114518624,0.894374921
1977-05-01,1.582652864,-0.211833697,-0.825548937,1.437253881,1.059547615,0.556808926,-0.792093296,-0.210203833,1.151075482,-0.982255154,-0.990654942,1.664266774,-0.319080338,0.484056357,0.085539418,-0.121867826,1.499416053,-0.021614086,0.444658302,1.236300815,1.011471908,-1.467137381,0.925405802,-1.383504851,-0.839262082,1.027846793,0.430810485,-1.187423439,1.211417808,1.35307899,-0.602029662,-0.63427782,-0.266527238,-0.333703034,-1.648525145,-0.955844787,-1.22090942,-1.896234301,0.858593664,0.151109334,-0.568428899,0.227357466,-1.004652267,0.292874647,0.770106293,0.136790733,1.228723095,-0.844269863,-1.426756702,0.071317272,0.402341774,2.846211312,0.539133789,0.286387724,0.447626901,-1.734321051,-0.509674647,0.821965679,-0.529437908,0.507218526,-0.422093643,0.933736443,-1.628471192,1.36736357,-0.58688341,-0.366238547,1.044862919,-0.044405224,-0.520276183,-0.757692183
